name,label
Ses01F_script01_1_M014,3
Ses01F_script01_1_M015,3
Ses01F_script01_1_M016,3
Ses01F_script01_1_M017,3
Ses01F_script01_1_M019,0
Ses01F_script01_1_M023,3
Ses01F_script01_1_M024,3
Ses01F_script01_1_M025,3
Ses01F_script01_1_M034,3
Ses01F_script01_1_M039,3
Ses01F_script01_1_M040,3
Ses01F_impro06_F002,1
Ses01F_impro06_F003,3
Ses01F_impro06_F004,3
Ses01F_impro06_F005,1
Ses01F_impro06_F006,1
Ses01F_impro06_F007,1
Ses01F_impro06_F008,1
Ses01F_impro06_F009,3
Ses01F_impro06_F010,1
Ses01F_impro06_F011,1
Ses01F_impro06_F012,1
Ses01F_impro06_F013,1
Ses01F_impro06_F014,1
Ses01F_impro06_F015,1
Ses01F_impro06_F016,3
Ses01F_impro06_F018,3
Ses01F_impro06_F019,3
Ses01F_impro06_F020,1
Ses01F_impro06_F021,1
Ses01F_impro06_F022,1
Ses01F_impro06_F023,1
Ses01F_impro06_F024,1
Ses01F_impro06_F025,1
Ses01F_impro06_F026,1
Ses01F_impro06_F027,3
Ses01F_impro06_F028,1
Ses01F_impro06_M000,1
Ses01F_impro06_M001,3
Ses01F_impro06_M002,3
Ses01F_impro06_M003,1
Ses01F_impro06_M004,3
Ses01F_impro06_M005,3
Ses01F_impro06_M006,3
Ses01F_impro06_M007,1
Ses01F_impro06_M008,3
Ses01F_impro06_M009,3
Ses01F_impro06_M010,3
Ses01F_impro06_M011,3
Ses01F_impro06_M012,3
Ses01F_impro06_M013,3
Ses01F_impro06_M014,3
Ses01F_impro06_M015,3
Ses01F_impro06_M016,3
Ses01M_impro03_F002,2
Ses01M_impro03_F003,2
Ses01M_impro03_F004,2
Ses01M_impro03_F005,2
Ses01M_impro03_F006,2
Ses01M_impro03_F007,2
Ses01M_impro03_F008,2
Ses01M_impro03_F009,2
Ses01M_impro03_F010,2
Ses01M_impro03_F011,2
Ses01M_impro03_F012,2
Ses01M_impro03_F013,2
Ses01M_impro03_F014,2
Ses01M_impro03_F015,2
Ses01M_impro03_F016,2
Ses01M_impro03_F017,3
Ses01M_impro03_F018,3
Ses01M_impro03_F019,2
Ses01M_impro03_F020,2
Ses01M_impro03_F021,3
Ses01M_impro03_F022,2
Ses01M_impro03_F023,2
Ses01M_impro03_F024,2
Ses01M_impro03_F025,2
Ses01M_impro03_F026,2
Ses01M_impro03_M000,2
Ses01M_impro03_M001,2
Ses01M_impro03_M003,3
Ses01M_impro03_M004,2
Ses01M_impro03_M005,2
Ses01M_impro03_M006,3
Ses01M_impro03_M007,2
Ses01M_impro03_M008,2
Ses01M_impro03_M010,2
Ses01M_impro03_M011,2
Ses01M_impro03_M012,2
Ses01M_impro03_M013,2
Ses01M_impro03_M014,3
Ses01M_impro03_M015,2
Ses01M_impro03_M016,2
Ses01M_impro03_M017,2
Ses01M_impro03_M018,3
Ses01M_impro03_M019,2
Ses01M_impro03_M020,2
Ses01M_impro03_M021,3
Ses01M_impro03_M022,2
Ses01M_impro03_M023,2
Ses01M_impro03_M024,2
Ses01F_script01_3_F000,3
Ses01F_script01_3_F001,3
Ses01F_script01_3_F002,3
Ses01F_script01_3_F003,3
Ses01F_script01_3_F004,3
Ses01F_script01_3_F005,3
Ses01F_script01_3_F006,3
Ses01F_script01_3_F007,3
Ses01F_script01_3_F008,3
Ses01F_script01_3_F009,3
Ses01F_script01_3_F010,2
Ses01F_script01_3_F011,2
Ses01F_script01_3_F012,2
Ses01F_script01_3_F013,2
Ses01F_script01_3_F014,3
Ses01F_script01_3_F015,3
Ses01F_script01_3_F016,3
Ses01F_script01_3_F017,2
Ses01F_script01_3_F019,2
Ses01F_script01_3_F020,2
Ses01F_script01_3_F021,2
Ses01F_script01_3_F022,3
Ses01F_script01_3_F028,3
Ses01F_script01_3_F029,3
Ses01F_script01_3_F030,1
Ses01F_script01_3_F031,3
Ses01F_script01_3_F035,2
Ses01F_script01_3_M000,3
Ses01F_script01_3_M001,3
Ses01F_script01_3_M003,3
Ses01F_script01_3_M004,3
Ses01F_script01_3_M005,3
Ses01F_script01_3_M008,2
Ses01F_script01_3_M009,2
Ses01F_script01_3_M010,2
Ses01F_script01_3_M015,2
Ses01F_script01_3_M016,2
Ses01F_script01_3_M017,2
Ses01F_script01_3_M019,2
Ses01F_script01_3_M020,2
Ses01F_script01_3_M021,1
Ses01F_script01_3_M022,1
Ses01F_script01_3_M023,1
Ses01F_script01_3_M024,1
Ses01F_script01_3_M025,1
Ses01F_script01_3_M026,1
Ses01F_script01_3_M027,1
Ses01F_script01_3_M028,1
Ses01F_script01_3_M029,1
Ses01F_script01_3_M030,1
Ses01F_script01_3_M032,1
Ses01F_script01_3_M033,1
Ses01F_script01_3_M036,1
Ses01F_script01_3_M037,3
Ses01M_impro01_F000,0
Ses01M_impro01_F001,0
Ses01M_impro01_F007,0
Ses01M_impro01_F008,0
Ses01M_impro01_F011,0
Ses01M_impro01_F012,0
Ses01M_impro01_F019,0
Ses01M_impro01_F020,0
Ses01M_impro01_F021,0
Ses01M_impro01_F022,0
Ses01M_impro01_F024,3
Ses01M_impro01_F025,3
Ses01M_impro01_M003,3
Ses01M_impro01_M010,3
Ses01M_impro01_M020,0
Ses01M_impro01_M025,0
Ses01M_impro01_M030,0
Ses01M_impro01_M031,0
Ses01M_impro01_M032,0
Ses01F_impro03_F000,2
Ses01F_impro03_F001,2
Ses01F_impro03_F002,2
Ses01F_impro03_F004,2
Ses01F_impro03_F005,2
Ses01F_impro03_F006,2
Ses01F_impro03_F008,2
Ses01F_impro03_F009,2
Ses01F_impro03_F010,2
Ses01F_impro03_F012,2
Ses01F_impro03_F013,2
Ses01F_impro03_F015,2
Ses01F_impro03_F016,2
Ses01F_impro03_F017,3
Ses01F_impro03_F018,3
Ses01F_impro03_F019,3
Ses01F_impro03_F021,2
Ses01F_impro03_F022,3
Ses01F_impro03_F023,3
Ses01F_impro03_F024,2
Ses01F_impro03_F025,2
Ses01F_impro03_F026,2
Ses01F_impro03_M000,3
Ses01F_impro03_M001,3
Ses01F_impro03_M003,2
Ses01F_impro03_M006,3
Ses01F_impro03_M007,2
Ses01F_impro03_M008,3
Ses01F_impro03_M009,3
Ses01F_impro03_M011,3
Ses01F_impro03_M013,2
Ses01F_impro03_M014,2
Ses01F_impro03_M015,2
Ses01F_impro03_M016,3
Ses01F_impro03_M019,3
Ses01F_impro03_M020,3
Ses01F_impro03_M021,3
Ses01F_impro03_M022,2
Ses01F_impro03_M023,2
Ses01F_impro03_M024,3
Ses01F_impro01_F000,3
Ses01F_impro01_F001,3
Ses01F_impro01_F002,3
Ses01F_impro01_F005,3
Ses01F_impro01_F012,0
Ses01F_impro01_F014,3
Ses01F_impro01_M011,0
Ses01F_impro01_M013,0
Ses01F_impro05_F008,0
Ses01F_impro05_F009,0
Ses01F_impro05_F011,0
Ses01F_impro05_F012,0
Ses01F_impro05_F014,0
Ses01F_impro05_F015,0
Ses01F_impro05_F016,0
Ses01F_impro05_F017,0
Ses01F_impro05_F018,0
Ses01F_impro05_F019,0
Ses01F_impro05_F020,0
Ses01F_impro05_F021,0
Ses01F_impro05_F022,0
Ses01F_impro05_F023,0
Ses01F_impro05_F024,0
Ses01F_impro05_F025,0
Ses01F_impro05_F026,0
Ses01F_impro05_F028,0
Ses01F_impro05_F029,0
Ses01F_impro05_F030,0
Ses01F_impro05_M000,3
Ses01F_impro05_M001,2
Ses01F_impro05_M002,2
Ses01F_impro05_M003,3
Ses01F_impro05_M004,3
Ses01F_impro05_M005,3
Ses01F_impro05_M006,3
Ses01F_impro05_M007,3
Ses01F_impro05_M008,3
Ses01F_impro05_M009,3
Ses01F_impro05_M010,3
Ses01F_impro05_M011,3
Ses01F_impro05_M012,3
Ses01F_impro05_M013,3
Ses01F_impro05_M014,3
Ses01F_impro05_M015,3
Ses01F_impro05_M016,3
Ses01F_impro05_M017,3
Ses01F_impro05_M019,3
Ses01F_impro05_M020,3
Ses01F_impro05_M022,3
Ses01F_impro05_M023,3
Ses01F_impro05_M024,3
Ses01F_impro05_M025,3
Ses01F_impro05_M026,3
Ses01F_impro05_M027,3
Ses01F_impro05_M028,3
Ses01F_impro05_M029,3
Ses01F_impro05_M030,3
Ses01F_impro05_M031,3
Ses01F_impro05_M034,3
Ses01F_impro05_M035,3
Ses01M_script01_3_F000,3
Ses01M_script01_3_F001,3
Ses01M_script01_3_F003,1
Ses01M_script01_3_F004,3
Ses01M_script01_3_F005,1
Ses01M_script01_3_F006,1
Ses01M_script01_3_F008,3
Ses01M_script01_3_F012,3
Ses01M_script01_3_F014,2
Ses01M_script01_3_F015,2
Ses01M_script01_3_F016,2
Ses01M_script01_3_F018,1
Ses01M_script01_3_F019,1
Ses01M_script01_3_F021,1
Ses01M_script01_3_F022,1
Ses01M_script01_3_F023,1
Ses01M_script01_3_F024,1
Ses01M_script01_3_F025,1
Ses01M_script01_3_F026,1
Ses01M_script01_3_F030,2
Ses01M_script01_3_M000,2
Ses01M_script01_3_M001,2
