dataname,newdataname,newdatabegin,newdataend,newdataemotion
Ses04M_script01_1,Ses04M_script01_1_F039,316.6807,319.8702,ang
Ses04M_script01_1,Ses04M_script01_1_F040,321.7800,331.0700,ang
Ses04M_script01_1,Ses04M_script01_1_F041,333.1700,335.7500,ang
Ses04M_script01_1,Ses04M_script01_1_F042,337.1300,339.7100,xxx
Ses04M_script01_1,Ses04M_script01_1_F043,342.3902,344.8065,xxx
Ses04M_script01_1,Ses04M_script01_1_M000,12.6200,14.9500,neu
Ses04M_script01_1,Ses04M_script01_1_M001,17.4500,19.4152,neu
Ses04M_script01_1,Ses04M_script01_1_M002,20.4400,28.7500,xxx
Ses04M_script01_1,Ses04M_script01_1_M003,30.9949,39.6025,xxx
Ses04M_script01_1,Ses04M_script01_1_M004,40.8200,45.4500,xxx
Ses04M_script01_1,Ses04M_script01_1_M005,47.9000,51.6100,xxx
Ses04M_script01_1,Ses04M_script01_1_M006,58.5545,61.1021,xxx
Ses04M_script01_1,Ses04M_script01_1_M007,64.7000,72.0641,fru
Ses04M_script01_1,Ses04M_script01_1_M008,72.5600,78.0400,xxx
Ses04M_script01_1,Ses04M_script01_1_M009,79.4000,85.5200,xxx
Ses04M_script01_1,Ses04M_script01_1_M010,86.6900,92.1000,fru
Ses04M_script01_1,Ses04M_script01_1_M011,92.8400,98.1500,xxx
Ses04M_script01_1,Ses04M_script01_1_M012,98.4700,105.1400,xxx
Ses04M_script01_1,Ses04M_script01_1_M013,105.1900,106.9187,ang
Ses04M_script01_1,Ses04M_script01_1_M014,108.7300,113.0300,ang
Ses04M_script01_1,Ses04M_script01_1_M015,119.8700,122.3400,xxx
Ses04M_script01_1,Ses04M_script01_1_M016,127.6600,133.5100,fru
Ses04M_script01_1,Ses04M_script01_1_M017,134.1600,136.2800,fru
Ses04M_script01_1,Ses04M_script01_1_M018,139.6800,142.1800,neu
Ses04M_script01_1,Ses04M_script01_1_M019,144.0800,147.0300,fru
Ses04M_script01_1,Ses04M_script01_1_M020,149.2700,151.6800,xxx
Ses04M_script01_1,Ses04M_script01_1_M021,153.7600,157.4947,ang
Ses04M_script01_1,Ses04M_script01_1_M022,158.9800,168.5000,ang
Ses04M_script01_1,Ses04M_script01_1_M023,170.2500,172.6000,fru
Ses04M_script01_1,Ses04M_script01_1_M024,185.4754,195.6700,fru
Ses04M_script01_1,Ses04M_script01_1_M025,197.3400,199.2484,fru
Ses04M_script01_1,Ses04M_script01_1_M026,201.1331,203.9000,neu
Ses04M_script01_1,Ses04M_script01_1_M027,207.3672,219.4500,xxx
Ses04M_script01_1,Ses04M_script01_1_M028,221.3100,224.0000,xxx
Ses04M_script01_1,Ses04M_script01_1_M029,225.2800,227.1600,fru
Ses04M_script01_1,Ses04M_script01_1_M030,241.5700,243.8700,fru
Ses04M_script01_1,Ses04M_script01_1_M031,246.6500,249.7974,neu
Ses04M_script01_1,Ses04M_script01_1_M032,251.6900,253.4800,neu
Ses04M_script01_1,Ses04M_script01_1_M033,255.1616,260.9500,fru
Ses04M_script01_1,Ses04M_script01_1_M034,261.1541,273.2000,sad
Ses04M_script01_1,Ses04M_script01_1_M035,274.3200,282.0700,xxx
Ses04M_script01_1,Ses04M_script01_1_M036,283.3357,287.4800,fru
Ses04M_script01_1,Ses04M_script01_1_M037,288.1400,291.9500,ang
Ses04M_script01_1,Ses04M_script01_1_M038,292.2700,299.9599,ang
Ses04M_script01_1,Ses04M_script01_1_M039,300.0566,309.8184,xxx
Ses04M_script01_1,Ses04M_script01_1_M040,314.4800,317.3400,neu
Ses04M_script01_1,Ses04M_script01_1_M041,319.3000,322.1899,neu
Ses04M_script01_1,Ses04M_script01_1_M042,330.0500,333.7300,fru
Ses04M_script01_1,Ses04M_script01_1_M043,335.2100,337.6059,xxx
Ses04M_script01_1,Ses04M_script01_1_M044,339.0800,342.8600,fru
Ses04M_script01_2,Ses04M_script01_2_F000,5.6500,9.0000,ang
Ses04M_script01_2,Ses04M_script01_2_F001,10.8600,12.7900,neu
Ses04M_script01_2,Ses04M_script01_2_F002,13.8201,17.6200,ang
Ses04M_script01_2,Ses04M_script01_2_F003,19.0400,22.9100,ang
Ses04M_script01_2,Ses04M_script01_2_F004,33.8200,36.6600,ang
Ses04M_script01_2,Ses04M_script01_2_F005,37.7200,40.1382,ang
Ses04M_script01_2,Ses04M_script01_2_F006,42.4333,45.3500,ang
Ses04M_script01_2,Ses04M_script01_2_F007,47.7300,51.0200,neu
Ses04M_script01_2,Ses04M_script01_2_F008,51.9627,55.6700,ang
Ses04M_script01_2,Ses04M_script01_2_F009,57.2900,64.9800,ang
Ses04M_script01_2,Ses04M_script01_2_F010,65.8300,73.8404,ang
Ses04M_script01_2,Ses04M_script01_2_F011,75.4000,81.8600,ang
Ses04M_script01_2,Ses04M_script01_2_F012,83.6300,92.5500,ang
Ses04M_script01_2,Ses04M_script01_2_F013,93.5228,96.8656,ang
Ses04M_script01_2,Ses04M_script01_2_F014,96.8905,102.3537,ang
Ses04M_script01_2,Ses04M_script01_2_F015,102.3815,110.5000,ang
Ses04M_script01_2,Ses04M_script01_2_F016,111.0400,114.6900,ang
Ses04M_script01_2,Ses04M_script01_2_F017,114.9500,118.9400,xxx
Ses04M_script01_2,Ses04M_script01_2_F018,120.3600,123.2800,ang
Ses04M_script01_2,Ses04M_script01_2_F019,123.8100,125.9200,xxx
Ses04M_script01_2,Ses04M_script01_2_F020,129.9900,131.8900,sad
Ses04M_script01_2,Ses04M_script01_2_M000,8.6133,11.4600,neu
Ses04M_script01_2,Ses04M_script01_2_M001,12.0900,14.5186,xxx
Ses04M_script01_2,Ses04M_script01_2_M002,16.2300,19.5400,xxx
Ses04M_script01_2,Ses04M_script01_2_M003,22.0200,29.7357,fru
Ses04M_script01_2,Ses04M_script01_2_M004,29.8106,34.6900,xxx
Ses04M_script01_2,Ses04M_script01_2_M005,35.9600,38.4000,neu
Ses04M_script01_2,Ses04M_script01_2_M006,40.0135,42.8574,neu
Ses04M_script01_2,Ses04M_script01_2_M007,46.9000,48.0500,neu
Ses04M_script01_2,Ses04M_script01_2_M008,50.5100,52.2620,xxx
Ses04M_script01_2,Ses04M_script01_2_M009,55.2200,57.7400,xxx
Ses04M_script01_2,Ses04M_script01_2_M010,64.4400,66.2900,xxx
Ses04M_script01_2,Ses04M_script01_2_M011,73.3600,76.3600,fru
Ses04M_script01_2,Ses04M_script01_2_M012,81.5200,84.1700,fru
Ses04M_script01_2,Ses04M_script01_2_M013,92.0700,94.1100,fru
Ses04M_script01_2,Ses04M_script01_2_M014,110.0300,111.6000,fru
Ses04M_script01_2,Ses04M_script01_2_M015,113.6300,115.5000,fru
Ses04M_script01_2,Ses04M_script01_2_M016,118.4400,120.8900,fru
Ses04M_script01_2,Ses04M_script01_2_M017,122.5500,124.4700,fru
Ses04M_script01_2,Ses04M_script01_2_M018,124.6100,130.3200,xxx
Ses04M_script01_2,Ses04M_script01_2_M019,132.4100,138.2511,ang
Ses04M_impro08,Ses04M_impro08_F000,12.1100,25.2700,fru
Ses04M_impro08,Ses04M_impro08_F001,27.4200,32.1700,fru
Ses04M_impro08,Ses04M_impro08_F002,34.0959,39.7300,fru
Ses04M_impro08,Ses04M_impro08_F003,41.6100,45.5300,fru
Ses04M_impro08,Ses04M_impro08_F004,45.6700,47.5000,xxx
Ses04M_impro08,Ses04M_impro08_F005,49.1100,51.1228,xxx
Ses04M_impro08,Ses04M_impro08_F006,54.5500,63.8900,fru
Ses04M_impro08,Ses04M_impro08_F007,63.9300,70.3600,fru
Ses04M_impro08,Ses04M_impro08_F008,70.5300,75.6300,fru
Ses04M_impro08,Ses04M_impro08_F009,76.4700,81.4900,fru
Ses04M_impro08,Ses04M_impro08_F010,85.6500,88.5300,fru
Ses04M_impro08,Ses04M_impro08_F011,93.2200,95.8300,fru
Ses04M_impro08,Ses04M_impro08_F012,95.8300,100.7668,fru
Ses04M_impro08,Ses04M_impro08_F013,111.1800,118.4000,fru
Ses04M_impro08,Ses04M_impro08_F014,118.4100,125.2300,fru
Ses04M_impro08,Ses04M_impro08_F015,125.2300,135.2900,xxx
Ses04M_impro08,Ses04M_impro08_F016,147.6700,149.7900,fru
Ses04M_impro08,Ses04M_impro08_F017,150.5900,152.8600,fru
Ses04M_impro08,Ses04M_impro08_F018,157.4243,163.4661,fru
Ses04M_impro08,Ses04M_impro08_F019,169.6000,170.9700,sur
Ses04M_impro08,Ses04M_impro08_F020,172.4800,174.8600,neu
Ses04M_impro08,Ses04M_impro08_F021,183.1300,185.3500,sur
Ses04M_impro08,Ses04M_impro08_F022,185.6000,187.7700,hap
Ses04M_impro08,Ses04M_impro08_F023,187.7800,192.7400,hap
Ses04M_impro08,Ses04M_impro08_F024,193.1700,195.6600,hap
Ses04M_impro08,Ses04M_impro08_F025,197.4600,200.5700,sur
Ses04M_impro08,Ses04M_impro08_F026,209.4200,215.6400,xxx
Ses04M_impro08,Ses04M_impro08_F027,217.2506,218.8700,neu
Ses04M_impro08,Ses04M_impro08_F028,219.0000,223.2100,neu
Ses04M_impro08,Ses04M_impro08_F029,223.2200,227.5200,xxx
Ses04M_impro08,Ses04M_impro08_F030,228.2400,229.1073,neu
Ses04M_impro08,Ses04M_impro08_M000,6.0200,12.6500,fru
Ses04M_impro08,Ses04M_impro08_M001,25.3500,28.2200,neu
Ses04M_impro08,Ses04M_impro08_M002,31.6032,34.8142,fru
Ses04M_impro08,Ses04M_impro08_M003,38.0800,43.6400,fru
Ses04M_impro08,Ses04M_impro08_M004,44.9400,46.1000,neu
Ses04M_impro08,Ses04M_impro08_M005,46.1300,50.0300,neu
Ses04M_impro08,Ses04M_impro08_M006,50.5313,55.7900,neu
Ses04M_impro08,Ses04M_impro08_M007,68.9900,73.4300,fru
Ses04M_impro08,Ses04M_impro08_M008,74.7300,78.0600,neu
Ses04M_impro08,Ses04M_impro08_M009,80.9300,86.9000,fru
Ses04M_impro08,Ses04M_impro08_M010,88.0300,93.4100,neu
Ses04M_impro08,Ses04M_impro08_M011,97.6900,99.3800,neu
Ses04M_impro08,Ses04M_impro08_M012,100.4200,109.0700,neu
Ses04M_impro08,Ses04M_impro08_M013,109.0954,114.4400,neu
Ses04M_impro08,Ses04M_impro08_M014,125.7300,128.0000,fru
Ses04M_impro08,Ses04M_impro08_M015,130.8000,147.7700,fru
Ses04M_impro08,Ses04M_impro08_M016,147.7900,151.0300,fru
Ses04M_impro08,Ses04M_impro08_M017,152.9700,157.9313,neu
Ses04M_impro08,Ses04M_impro08_M018,162.8746,169.7300,fru
Ses04M_impro08,Ses04M_impro08_M019,170.5400,177.4600,neu
Ses04M_impro08,Ses04M_impro08_M020,177.4600,183.7900,neu
Ses04M_impro08,Ses04M_impro08_M021,184.8400,186.2900,neu
Ses04M_impro08,Ses04M_impro08_M022,187.4800,188.7100,neu
Ses04M_impro08,Ses04M_impro08_M023,191.5700,194.5300,neu
Ses04M_impro08,Ses04M_impro08_M024,194.7200,198.3000,neu
Ses04M_impro08,Ses04M_impro08_M025,199.8300,209.8200,neu
Ses04M_impro08,Ses04M_impro08_M026,210.1800,214.3200,neu
Ses04M_impro08,Ses04M_impro08_M027,214.3353,223.2800,neu
Ses04M_impro08,Ses04M_impro08_M028,227.2200,228.5400,neu
Ses04F_impro08,Ses04F_impro08_F000,6.4500,10.3500,hap
Ses04F_impro08,Ses04F_impro08_F001,32.1700,38.4700,neu
Ses04F_impro08,Ses04F_impro08_F002,51.3600,53.7400,neu
Ses04F_impro08,Ses04F_impro08_F003,55.1300,57.8400,fru
Ses04F_impro08,Ses04F_impro08_F004,59.4500,65.4122,neu
Ses04F_impro08,Ses04F_impro08_F005,66.9000,71.5113,neu
Ses04F_impro08,Ses04F_impro08_F006,77.8700,80.8200,neu
Ses04F_impro08,Ses04F_impro08_F007,90.8100,95.3100,fru
Ses04F_impro08,Ses04F_impro08_F008,104.3600,118.3300,neu
Ses04F_impro08,Ses04F_impro08_F009,124.0200,131.5200,neu
Ses04F_impro08,Ses04F_impro08_F010,155.2300,158.5800,fru
Ses04F_impro08,Ses04F_impro08_F011,163.1900,172.0100,xxx
Ses04F_impro08,Ses04F_impro08_F012,176.2200,179.3800,fru
Ses04F_impro08,Ses04F_impro08_F013,179.6400,180.9500,fru
Ses04F_impro08,Ses04F_impro08_F014,181.8900,189.5000,fru
Ses04F_impro08,Ses04F_impro08_F015,189.9300,191.6340,fru
Ses04F_impro08,Ses04F_impro08_F016,193.4274,195.4900,xxx
Ses04F_impro08,Ses04F_impro08_F017,197.3100,200.9900,fru
Ses04F_impro08,Ses04F_impro08_F018,205.4000,208.9100,fru
Ses04F_impro08,Ses04F_impro08_F019,209.2500,212.3346,fru
Ses04F_impro08,Ses04F_impro08_F020,212.3800,214.9200,fru
Ses04F_impro08,Ses04F_impro08_F021,225.8100,232.1200,xxx
Ses04F_impro08,Ses04F_impro08_F022,232.4200,233.9800,xxx
Ses04F_impro08,Ses04F_impro08_F023,236.3400,238.7300,ang
Ses04F_impro08,Ses04F_impro08_F024,242.9200,247.3900,fru
Ses04F_impro08,Ses04F_impro08_F025,247.6300,249.9100,fru
Ses04F_impro08,Ses04F_impro08_M000,9.8300,19.9800,fru
Ses04F_impro08,Ses04F_impro08_M001,20.0100,25.6600,neu
Ses04F_impro08,Ses04F_impro08_M002,25.6600,34.3900,fru
Ses04F_impro08,Ses04F_impro08_M003,36.6900,45.0300,fru
Ses04F_impro08,Ses04F_impro08_M004,45.0300,53.6700,xxx
Ses04F_impro08,Ses04F_impro08_M005,53.6900,59.6500,fru
Ses04F_impro08,Ses04F_impro08_M006,64.8681,67.2000,xxx
Ses04F_impro08,Ses04F_impro08_M007,71.6247,77.8300,fru
Ses04F_impro08,Ses04F_impro08_M008,77.8429,79.9900,fru
Ses04F_impro08,Ses04F_impro08_M009,79.9900,87.1600,xxx
Ses04F_impro08,Ses04F_impro08_M010,87.1900,92.0900,xxx
Ses04F_impro08,Ses04F_impro08_M011,94.7800,104.7500,xxx
Ses04F_impro08,Ses04F_impro08_M012,118.4400,124.4200,neu
Ses04F_impro08,Ses04F_impro08_M013,129.4500,138.0900,ang
Ses04F_impro08,Ses04F_impro08_M014,138.1200,144.3546,ang
Ses04F_impro08,Ses04F_impro08_M015,144.3800,155.9300,ang
Ses04F_impro08,Ses04F_impro08_M016,157.0600,163.6400,ang
Ses04F_impro08,Ses04F_impro08_M017,168.2100,172.1000,ang
Ses04F_impro08,Ses04F_impro08_M018,172.1000,174.9800,ang
Ses04F_impro08,Ses04F_impro08_M019,175.0000,182.3800,ang
Ses04F_impro08,Ses04F_impro08_M020,188.4700,189.8882,fru
Ses04F_impro08,Ses04F_impro08_M021,192.0421,193.2402,xxx
Ses04F_impro08,Ses04F_impro08_M022,194.3400,197.2900,ang
Ses04F_impro08,Ses04F_impro08_M023,199.0800,205.6400,ang
Ses04F_impro08,Ses04F_impro08_M024,205.6400,209.5700,ang
Ses04F_impro08,Ses04F_impro08_M025,212.3573,215.8800,fru
Ses04F_impro08,Ses04F_impro08_M026,215.8800,219.7400,fru
Ses04F_impro08,Ses04F_impro08_M027,219.7715,226.0600,fru
Ses04F_impro08,Ses04F_impro08_M028,226.0800,229.7100,fru
Ses04F_impro08,Ses04F_impro08_M029,229.8600,238.7700,fru
Ses04F_impro08,Ses04F_impro08_M030,238.8100,243.2100,fru
Ses04F_impro08,Ses04F_impro08_M031,247.0900,247.9500,xxx
Ses04F_script03_2,Ses04F_script03_2_F000,8.9900,12.2600,xxx
Ses04F_script03_2,Ses04F_script03_2_F001,15.4400,18.2000,xxx
Ses04F_script03_2,Ses04F_script03_2_F002,21.3300,26.2300,xxx
Ses04F_script03_2,Ses04F_script03_2_F003,27.8600,32.0500,xxx
Ses04F_script03_2,Ses04F_script03_2_F004,33.8300,36.7200,xxx
Ses04F_script03_2,Ses04F_script03_2_F005,37.4100,39.2600,ang
Ses04F_script03_2,Ses04F_script03_2_F006,40.1500,44.0100,xxx
Ses04F_script03_2,Ses04F_script03_2_F007,44.4200,48.5900,xxx
Ses04F_script03_2,Ses04F_script03_2_F008,49.9200,53.0700,fru
Ses04F_script03_2,Ses04F_script03_2_F009,56.3400,57.7713,fru
Ses04F_script03_2,Ses04F_script03_2_F010,59.1100,62.8300,xxx
Ses04F_script03_2,Ses04F_script03_2_F011,64.5100,68.9400,xxx
Ses04F_script03_2,Ses04F_script03_2_F012,72.6700,75.1006,ang
Ses04F_script03_2,Ses04F_script03_2_F013,77.8200,79.6600,ang
Ses04F_script03_2,Ses04F_script03_2_F014,80.0400,81.1800,ang
Ses04F_script03_2,Ses04F_script03_2_F015,86.0900,89.4400,fru
Ses04F_script03_2,Ses04F_script03_2_F016,90.9200,95.7438,fru
Ses04F_script03_2,Ses04F_script03_2_F017,97.4000,99.0400,fru
Ses04F_script03_2,Ses04F_script03_2_F018,99.0600,100.6600,xxx
Ses04F_script03_2,Ses04F_script03_2_F019,106.4900,109.9600,ang
Ses04F_script03_2,Ses04F_script03_2_F020,111.0300,113.3300,ang
Ses04F_script03_2,Ses04F_script03_2_F021,116.4500,117.7700,ang
Ses04F_script03_2,Ses04F_script03_2_F022,117.8000,124.2600,ang
Ses04F_script03_2,Ses04F_script03_2_F023,126.1500,128.7900,ang
Ses04F_script03_2,Ses04F_script03_2_F024,130.8600,132.8086,ang
Ses04F_script03_2,Ses04F_script03_2_F025,141.4838,145.4300,ang
Ses04F_script03_2,Ses04F_script03_2_F026,145.8400,148.8925,ang
Ses04F_script03_2,Ses04F_script03_2_F027,158.3600,163.5400,ang
Ses04F_script03_2,Ses04F_script03_2_F028,166.6000,168.7700,ang
Ses04F_script03_2,Ses04F_script03_2_F029,173.7300,177.6100,ang
Ses04F_script03_2,Ses04F_script03_2_F030,184.7900,187.5200,ang
Ses04F_script03_2,Ses04F_script03_2_F031,190.1600,193.4400,ang
Ses04F_script03_2,Ses04F_script03_2_F032,194.2800,196.2200,xxx
Ses04F_script03_2,Ses04F_script03_2_F033,198.1153,201.9100,xxx
Ses04F_script03_2,Ses04F_script03_2_F034,202.0300,205.5400,ang
Ses04F_script03_2,Ses04F_script03_2_F035,206.9300,210.4200,ang
Ses04F_script03_2,Ses04F_script03_2_F036,211.1598,214.3700,ang
Ses04F_script03_2,Ses04F_script03_2_F037,214.9200,220.6000,ang
Ses04F_script03_2,Ses04F_script03_2_F038,220.6000,221.9900,ang
Ses04F_script03_2,Ses04F_script03_2_F039,221.9900,228.0900,ang
Ses04F_script03_2,Ses04F_script03_2_F040,228.3202,231.0000,ang
Ses04F_script03_2,Ses04F_script03_2_F041,231.0000,232.9800,ang
Ses04F_script03_2,Ses04F_script03_2_F042,233.1000,235.9611,ang
Ses04F_script03_2,Ses04F_script03_2_F043,235.9800,242.5700,ang
Ses04F_script03_2,Ses04F_script03_2_F044,242.6200,248.3300,ang
Ses04F_script03_2,Ses04F_script03_2_M000,5.2700,9.4400,neu
Ses04F_script03_2,Ses04F_script03_2_M001,11.7147,15.8900,ang
Ses04F_script03_2,Ses04F_script03_2_M002,17.8700,21.9700,xxx
Ses04F_script03_2,Ses04F_script03_2_M003,25.2900,28.5900,ang
Ses04F_script03_2,Ses04F_script03_2_M004,31.3800,34.3600,xxx
Ses04F_script03_2,Ses04F_script03_2_M005,35.7000,37.9800,ang
Ses04F_script03_2,Ses04F_script03_2_M006,38.6000,40.5700,ang
Ses04F_script03_2,Ses04F_script03_2_M007,43.2700,44.9500,ang
Ses04F_script03_2,Ses04F_script03_2_M008,48.2200,50.6300,ang
Ses04F_script03_2,Ses04F_script03_2_M009,52.4900,56.6700,xxx
Ses04F_script03_2,Ses04F_script03_2_M010,57.2300,59.5600,neu
Ses04F_script03_2,Ses04F_script03_2_M011,61.7200,65.2300,xxx
Ses04F_script03_2,Ses04F_script03_2_M012,68.2400,73.1900,fru
Ses04F_script03_2,Ses04F_script03_2_M013,74.5500,78.5600,xxx
Ses04F_script03_2,Ses04F_script03_2_M014,79.1200,80.7600,ang
Ses04F_script03_2,Ses04F_script03_2_M015,80.8100,82.6360,ang
Ses04F_script03_2,Ses04F_script03_2_M016,83.0370,86.5200,ang
Ses04F_script03_2,Ses04F_script03_2_M017,88.8200,91.5500,xxx
Ses04F_script03_2,Ses04F_script03_2_M018,95.2600,98.2700,xxx
Ses04F_script03_2,Ses04F_script03_2_M019,98.4800,99.7800,xxx
Ses04F_script03_2,Ses04F_script03_2_M020,100.8400,107.2200,xxx
Ses04F_script03_2,Ses04F_script03_2_M021,109.0800,111.7300,fru
Ses04F_script03_2,Ses04F_script03_2_M022,112.6000,117.1800,xxx
Ses04F_script03_2,Ses04F_script03_2_M023,117.4100,118.8200,xxx
Ses04F_script03_2,Ses04F_script03_2_M024,123.7000,126.6200,neu
Ses04F_script03_2,Ses04F_script03_2_M025,128.3700,131.2900,xxx
Ses04F_script03_2,Ses04F_script03_2_M026,132.9986,142.0700,xxx
Ses04F_script03_2,Ses04F_script03_2_M027,144.6400,147.0400,ang
Ses04F_script03_2,Ses04F_script03_2_M028,148.4282,158.8900,fru
Ses04F_script03_2,Ses04F_script03_2_M029,162.2800,167.4400,xxx
Ses04F_script03_2,Ses04F_script03_2_M030,169.0502,174.1400,xxx
Ses04F_script03_2,Ses04F_script03_2_M031,176.9800,180.5100,ang
Ses04F_script03_2,Ses04F_script03_2_M032,182.6300,185.4300,xxx
Ses04F_script03_2,Ses04F_script03_2_M033,186.5695,190.6400,xxx
Ses04F_script03_2,Ses04F_script03_2_M034,192.7700,195.1800,ang
Ses04F_script03_2,Ses04F_script03_2_M035,195.6500,198.7696,ang
Ses04F_script03_2,Ses04F_script03_2_M036,200.2600,202.6800,xxx
Ses04F_script03_2,Ses04F_script03_2_M037,205.1000,207.3900,ang
Ses04F_script03_2,Ses04F_script03_2_M038,209.6400,211.3500,xxx
Ses04F_script03_2,Ses04F_script03_2_M039,213.9300,215.2800,ang
Ses04F_script03_2,Ses04F_script03_2_M040,218.5400,220.8481,ang
Ses04F_script03_2,Ses04F_script03_2_M041,221.9400,228.5735,ang
Ses04F_script03_2,Ses04F_script03_2_M042,231.2300,234.0100,ang
Ses04F_script03_2,Ses04F_script03_2_M043,234.6100,235.9300,ang
Ses04F_script03_2,Ses04F_script03_2_M044,235.9500,240.8300,ang
Ses04F_script03_2,Ses04F_script03_2_M045,240.8600,248.2600,ang
Ses04M_impro05,Ses04M_impro05_F000,6.1700,8.2400,neu
Ses04M_impro05,Ses04M_impro05_F001,12.7100,14.7000,neu
Ses04M_impro05,Ses04M_impro05_F002,16.7800,18.5700,neu
Ses04M_impro05,Ses04M_impro05_F003,18.6400,19.4900,neu
Ses04M_impro05,Ses04M_impro05_F004,19.5100,20.7966,xxx
Ses04M_impro05,Ses04M_impro05_F005,21.0120,22.3920,xxx
Ses04M_impro05,Ses04M_impro05_F006,64.4050,69.2800,neu
