dataname,newdataname,newdatabegin,newdataend,newdataemotion
Ses05F_impro03,Ses05F_impro03_F011,40.1200,41.8700,exc
Ses05F_impro03,Ses05F_impro03_F012,45.1000,52.2600,xxx
Ses05F_impro03,Ses05F_impro03_F013,55.2100,57.1200,xxx
Ses05F_impro03,Ses05F_impro03_F014,57.1800,61.1900,xxx
Ses05F_impro03,Ses05F_impro03_F015,62.2000,69.3900,xxx
Ses05F_impro03,Ses05F_impro03_F016,69.5500,74.3100,xxx
Ses05F_impro03,Ses05F_impro03_F017,74.8000,76.0500,xxx
Ses05F_impro03,Ses05F_impro03_F018,78.3500,81.1000,xxx
Ses05F_impro03,Ses05F_impro03_F019,87.1900,89.4800,xxx
Ses05F_impro03,Ses05F_impro03_F020,89.8800,93.0500,exc
Ses05F_impro03,Ses05F_impro03_F021,93.1600,95.4700,xxx
Ses05F_impro03,Ses05F_impro03_F022,95.6300,97.4800,xxx
Ses05F_impro03,Ses05F_impro03_F023,98.5200,100.2000,xxx
Ses05F_impro03,Ses05F_impro03_F024,100.4400,103.9900,xxx
Ses05F_impro03,Ses05F_impro03_F025,104.8600,106.8700,xxx
Ses05F_impro03,Ses05F_impro03_F026,106.9300,108.2000,xxx
Ses05F_impro03,Ses05F_impro03_F027,110.8900,117.4400,hap
Ses05F_impro03,Ses05F_impro03_F028,120.4900,121.7500,hap
Ses05F_impro03,Ses05F_impro03_F029,123.7500,129.8600,hap
Ses05F_impro03,Ses05F_impro03_F030,129.8900,132.4500,hap
Ses05F_impro03,Ses05F_impro03_F031,132.6100,133.9100,hap
Ses05F_impro03,Ses05F_impro03_F032,136.4700,137.5600,hap
Ses05F_impro03,Ses05F_impro03_F033,138.4400,140.4300,hap
Ses05F_impro03,Ses05F_impro03_F034,147.1100,150.0500,hap
Ses05F_impro03,Ses05F_impro03_F035,158.0600,159.2800,hap
Ses05F_impro03,Ses05F_impro03_F036,165.3200,167.3600,hap
Ses05F_impro03,Ses05F_impro03_F037,167.6700,170.0600,exc
Ses05F_impro03,Ses05F_impro03_F038,180.1100,185.5389,xxx
Ses05F_impro03,Ses05F_impro03_F039,187.3100,189.6400,hap
Ses05F_impro03,Ses05F_impro03_F040,193.1900,194.8400,hap
Ses05F_impro03,Ses05F_impro03_F041,198.1700,199.7300,hap
Ses05F_impro03,Ses05F_impro03_F042,205.5400,207.3700,exc
Ses05F_impro03,Ses05F_impro03_F043,207.4600,209.7600,exc
Ses05F_impro03,Ses05F_impro03_F044,210.9900,212.5700,xxx
Ses05F_impro03,Ses05F_impro03_F045,212.5900,214.3700,xxx
Ses05F_impro03,Ses05F_impro03_F046,217.4800,220.8500,hap
Ses05F_impro03,Ses05F_impro03_F047,220.8800,223.8100,hap
Ses05F_impro03,Ses05F_impro03_F048,225.0800,227.1600,hap
Ses05F_impro03,Ses05F_impro03_F049,227.1700,228.5596,hap
Ses05F_impro03,Ses05F_impro03_F050,229.4700,230.5800,xxx
Ses05F_impro03,Ses05F_impro03_F051,232.9500,237.3100,hap
Ses05F_impro03,Ses05F_impro03_F052,239.5700,242.1400,xxx
Ses05F_impro03,Ses05F_impro03_F053,242.1500,243.9400,hap
Ses05F_impro03,Ses05F_impro03_F054,244.6800,245.7800,hap
Ses05F_impro03,Ses05F_impro03_F055,248.2900,252.8000,hap
Ses05F_impro03,Ses05F_impro03_F056,253.4051,255.5300,hap
Ses05F_impro03,Ses05F_impro03_F057,256.7900,260.8800,hap
Ses05F_impro03,Ses05F_impro03_F058,263.0500,264.4400,hap
Ses05F_impro03,Ses05F_impro03_F059,265.6600,267.6800,hap
Ses05F_impro03,Ses05F_impro03_F060,267.8200,269.7800,hap
Ses05F_impro03,Ses05F_impro03_M000,4.2300,5.4300,exc
Ses05F_impro03,Ses05F_impro03_M001,5.6200,9.3800,exc
Ses05F_impro03,Ses05F_impro03_M002,9.6100,10.9700,sur
Ses05F_impro03,Ses05F_impro03_M003,11.0100,12.6200,exc
Ses05F_impro03,Ses05F_impro03_M004,12.6500,14.3000,xxx
Ses05F_impro03,Ses05F_impro03_M005,14.4300,17.6100,exc
Ses05F_impro03,Ses05F_impro03_M006,17.8500,19.8800,exc
Ses05F_impro03,Ses05F_impro03_M007,19.9900,24.6800,exc
Ses05F_impro03,Ses05F_impro03_M008,25.3500,27.2000,exc
Ses05F_impro03,Ses05F_impro03_M009,27.3300,29.2900,exc
Ses05F_impro03,Ses05F_impro03_M010,29.8300,35.5200,exc
Ses05F_impro03,Ses05F_impro03_M011,36.2700,41.5691,exc
Ses05F_impro03,Ses05F_impro03_M012,41.6005,45.9800,exc
Ses05F_impro03,Ses05F_impro03_M013,51.9600,56.1400,exc
Ses05F_impro03,Ses05F_impro03_M014,56.1500,57.6600,xxx
Ses05F_impro03,Ses05F_impro03_M015,60.2600,63.5100,xxx
Ses05F_impro03,Ses05F_impro03_M016,68.7600,70.1500,xxx
Ses05F_impro03,Ses05F_impro03_M017,73.5700,75.3300,xxx
Ses05F_impro03,Ses05F_impro03_M018,75.5600,80.1300,xxx
Ses05F_impro03,Ses05F_impro03_M019,80.8500,87.9000,xxx
Ses05F_impro03,Ses05F_impro03_M020,88.8400,90.3800,exc
Ses05F_impro03,Ses05F_impro03_M021,90.7300,93.7800,xxx
Ses05F_impro03,Ses05F_impro03_M022,94.8300,95.9700,xxx
Ses05F_impro03,Ses05F_impro03_M023,96.7600,99.0100,xxx
Ses05F_impro03,Ses05F_impro03_M024,99.5600,100.8300,xxx
Ses05F_impro03,Ses05F_impro03_M025,103.4400,105.2200,xxx
Ses05F_impro03,Ses05F_impro03_M026,106.2100,107.4800,xxx
Ses05F_impro03,Ses05F_impro03_M027,107.5100,111.5700,exc
Ses05F_impro03,Ses05F_impro03_M028,116.7800,121.0400,xxx
Ses05F_impro03,Ses05F_impro03_M029,121.0600,124.6700,xxx
Ses05F_impro03,Ses05F_impro03_M030,129.1200,131.4200,hap
Ses05F_impro03,Ses05F_impro03_M031,131.6500,133.3400,exc
Ses05F_impro03,Ses05F_impro03_M032,133.3600,136.9500,exc
Ses05F_impro03,Ses05F_impro03_M033,137.1700,138.9600,exc
Ses05F_impro03,Ses05F_impro03_M034,139.7600,148.3600,xxx
Ses05F_impro03,Ses05F_impro03_M035,149.3700,151.6200,exc
Ses05F_impro03,Ses05F_impro03_M036,151.6400,158.3900,exc
Ses05F_impro03,Ses05F_impro03_M037,158.4600,166.2000,exc
Ses05F_impro03,Ses05F_impro03_M038,166.3200,168.2200,hap
Ses05F_impro03,Ses05F_impro03_M039,169.5200,180.6600,exc
Ses05F_impro03,Ses05F_impro03_M040,183.9300,185.2800,hap
Ses05F_impro03,Ses05F_impro03_M041,185.3000,187.6300,hap
Ses05F_impro03,Ses05F_impro03_M042,188.8100,194.4800,xxx
Ses05F_impro03,Ses05F_impro03_M043,194.5000,198.6900,exc
Ses05F_impro03,Ses05F_impro03_M044,199.1200,201.7600,exc
Ses05F_impro03,Ses05F_impro03_M045,201.7800,206.7100,exc
Ses05F_impro03,Ses05F_impro03_M046,207.0500,208.6600,exc
Ses05F_impro03,Ses05F_impro03_M047,209.3700,211.0200,xxx
Ses05F_impro03,Ses05F_impro03_M048,212.2400,213.5100,xxx
Ses05F_impro03,Ses05F_impro03_M049,213.9600,217.8900,hap
Ses05F_impro03,Ses05F_impro03_M050,220.2900,222.7500,exc
Ses05F_impro03,Ses05F_impro03_M051,222.9400,225.5300,exc
Ses05F_impro03,Ses05F_impro03_M052,226.4700,227.3700,xxx
Ses05F_impro03,Ses05F_impro03_M053,228.4700,229.8800,xxx
Ses05F_impro03,Ses05F_impro03_M054,229.9300,233.4400,xxx
Ses05F_impro03,Ses05F_impro03_M055,234.7200,236.5600,xxx
Ses05F_impro03,Ses05F_impro03_M056,236.5951,239.5300,xxx
Ses05F_impro03,Ses05F_impro03_M057,240.8700,242.1100,hap
Ses05F_impro03,Ses05F_impro03_M058,242.1900,243.4600,hap
Ses05F_impro03,Ses05F_impro03_M059,245.5800,248.7100,xxx
Ses05F_impro03,Ses05F_impro03_M060,249.6000,251.2000,hap
Ses05F_impro03,Ses05F_impro03_M061,252.4800,254.5600,hap
Ses05F_impro03,Ses05F_impro03_M062,254.6400,256.2500,hap
Ses05F_impro03,Ses05F_impro03_M063,256.3600,258.1300,hap
Ses05F_impro03,Ses05F_impro03_M064,258.3600,260.1200,hap
Ses05F_impro03,Ses05F_impro03_M065,260.1500,263.9800,hap
Ses05F_impro03,Ses05F_impro03_M066,264.0000,265.5500,hap
Ses05F_impro03,Ses05F_impro03_M067,267.0700,269.2300,hap
Ses05F_impro03,Ses05F_impro03_M068,269.2700,271.5900,hap
Ses05M_script01_2,Ses05M_script01_2_F000,4.9869,8.2400,xxx
Ses05M_script01_2,Ses05M_script01_2_F001,10.2600,14.0100,xxx
Ses05M_script01_2,Ses05M_script01_2_F002,18.5100,21.4600,neu
Ses05M_script01_2,Ses05M_script01_2_F003,31.3200,33.7300,xxx
Ses05M_script01_2,Ses05M_script01_2_F004,36.3900,38.8800,neu
Ses05M_script01_2,Ses05M_script01_2_F005,42.2600,44.6300,ang
Ses05M_script01_2,Ses05M_script01_2_F006,48.2800,52.2300,xxx
Ses05M_script01_2,Ses05M_script01_2_F007,55.2600,63.1900,xxx
Ses05M_script01_2,Ses05M_script01_2_F008,66.3400,75.7300,xxx
Ses05M_script01_2,Ses05M_script01_2_F009,79.1100,87.4600,xxx
Ses05M_script01_2,Ses05M_script01_2_F010,88.4100,98.0100,fru
Ses05M_script01_2,Ses05M_script01_2_F011,98.5100,105.2000,fru
Ses05M_script01_2,Ses05M_script01_2_F012,105.2400,112.1600,xxx
Ses05M_script01_2,Ses05M_script01_2_F013,114.0600,117.5300,xxx
Ses05M_script01_2,Ses05M_script01_2_F014,118.6100,123.1500,fru
Ses05M_script01_2,Ses05M_script01_2_F015,123.4600,126.4400,ang
Ses05M_script01_2,Ses05M_script01_2_F016,130.5300,133.1800,xxx
Ses05M_script01_2,Ses05M_script01_2_F017,135.4100,136.9000,ang
Ses05M_script01_2,Ses05M_script01_2_M000,8.1900,10.6800,neu
Ses05M_script01_2,Ses05M_script01_2_M001,13.8600,19.4000,neu
Ses05M_script01_2,Ses05M_script01_2_M002,21.0500,31.0600,fru
Ses05M_script01_2,Ses05M_script01_2_M003,33.7900,37.1100,neu
Ses05M_script01_2,Ses05M_script01_2_M004,39.0300,42.4100,fru
Ses05M_script01_2,Ses05M_script01_2_M005,44.3100,47.6800,fru
Ses05M_script01_2,Ses05M_script01_2_M006,51.8100,55.4500,xxx
Ses05M_script01_2,Ses05M_script01_2_M007,62.7700,66.1700,fru
Ses05M_script01_2,Ses05M_script01_2_M008,75.0600,79.5000,fru
Ses05M_script01_2,Ses05M_script01_2_M009,86.8400,89.6500,fru
Ses05M_script01_2,Ses05M_script01_2_M010,97.5100,99.0400,fru
Ses05M_script01_2,Ses05M_script01_2_M011,111.8200,113.9300,fru
Ses05M_script01_2,Ses05M_script01_2_M012,116.9800,119.2100,fru
Ses05M_script01_2,Ses05M_script01_2_M013,122.6900,124.7200,fru
Ses05M_script01_2,Ses05M_script01_2_M014,126.8900,130.4200,xxx
Ses05M_script01_2,Ses05M_script01_2_M015,132.8400,136.2200,ang
Ses05M_script01_2,Ses05M_script01_2_M016,136.6000,140.5800,ang
Ses05F_impro07,Ses05F_impro07_F000,2.7258,4.6600,exc
Ses05F_impro07,Ses05F_impro07_F001,5.0200,7.8100,exc
Ses05F_impro07,Ses05F_impro07_F002,9.2300,10.2500,exc
Ses05F_impro07,Ses05F_impro07_F003,11.0800,12.5700,exc
Ses05F_impro07,Ses05F_impro07_F004,13.6500,14.7900,exc
Ses05F_impro07,Ses05F_impro07_F005,14.9700,16.7000,exc
Ses05F_impro07,Ses05F_impro07_F006,19.3700,21.6800,hap
Ses05F_impro07,Ses05F_impro07_F007,24.0100,27.7700,neu
Ses05F_impro07,Ses05F_impro07_F008,30.8000,35.7900,exc
Ses05F_impro07,Ses05F_impro07_F009,41.9800,45.0400,xxx
Ses05F_impro07,Ses05F_impro07_F010,47.7400,49.7400,xxx
Ses05F_impro07,Ses05F_impro07_F011,49.7600,52.8800,exc
Ses05F_impro07,Ses05F_impro07_F012,54.1600,58.2600,exc
Ses05F_impro07,Ses05F_impro07_F013,60.2400,64.5700,exc
Ses05F_impro07,Ses05F_impro07_F014,70.8000,73.3400,exc
Ses05F_impro07,Ses05F_impro07_F015,75.2700,76.6600,exc
Ses05F_impro07,Ses05F_impro07_F016,77.1200,79.8400,exc
Ses05F_impro07,Ses05F_impro07_F017,85.8800,87.1200,exc
Ses05F_impro07,Ses05F_impro07_F018,88.0500,89.4700,xxx
Ses05F_impro07,Ses05F_impro07_F019,90.6700,93.0700,xxx
Ses05F_impro07,Ses05F_impro07_F020,93.6300,94.5100,xxx
Ses05F_impro07,Ses05F_impro07_F021,95.5700,98.8000,exc
Ses05F_impro07,Ses05F_impro07_F022,101.1700,103.4500,xxx
Ses05F_impro07,Ses05F_impro07_F023,104.2400,108.4200,exc
Ses05F_impro07,Ses05F_impro07_F024,117.3000,119.3600,exc
Ses05F_impro07,Ses05F_impro07_F025,119.4400,121.7200,exc
Ses05F_impro07,Ses05F_impro07_F026,123.6900,124.9300,exc
Ses05F_impro07,Ses05F_impro07_F027,125.0500,126.5400,exc
Ses05F_impro07,Ses05F_impro07_F028,129.9000,133.9600,exc
Ses05F_impro07,Ses05F_impro07_F029,135.7300,139.1500,exc
Ses05F_impro07,Ses05F_impro07_F030,144.4700,146.7100,exc
Ses05F_impro07,Ses05F_impro07_F031,147.1600,149.3500,exc
Ses05F_impro07,Ses05F_impro07_F032,149.5000,152.3600,exc
Ses05F_impro07,Ses05F_impro07_F033,158.1200,160.0200,exc
Ses05F_impro07,Ses05F_impro07_F034,162.8100,164.0400,exc
Ses05F_impro07,Ses05F_impro07_F035,169.4400,172.3700,exc
Ses05F_impro07,Ses05F_impro07_F036,172.6600,174.0200,exc
Ses05F_impro07,Ses05F_impro07_F037,174.6500,175.7300,exc
Ses05F_impro07,Ses05F_impro07_F038,177.2100,179.1400,exc
Ses05F_impro07,Ses05F_impro07_F039,179.6000,180.7600,exc
Ses05F_impro07,Ses05F_impro07_M000,4.2400,5.2953,exc
Ses05F_impro07,Ses05F_impro07_M001,7.1500,10.0800,exc
Ses05F_impro07,Ses05F_impro07_M002,10.1100,12.3400,exc
Ses05F_impro07,Ses05F_impro07_M003,12.3600,14.2600,exc
Ses05F_impro07,Ses05F_impro07_M004,14.4500,17.7449,exc
Ses05F_impro07,Ses05F_impro07_M005,17.7762,19.9400,exc
Ses05F_impro07,Ses05F_impro07_M006,21.0600,25.8200,exc
Ses05F_impro07,Ses05F_impro07_M007,27.2000,31.3700,hap
Ses05F_impro07,Ses05F_impro07_M008,31.6200,34.0900,exc
Ses05F_impro07,Ses05F_impro07_M009,34.9000,42.6100,exc
Ses05F_impro07,Ses05F_impro07_M010,43.4300,44.9000,xxx
Ses05F_impro07,Ses05F_impro07_M011,44.9400,50.1700,exc
Ses05F_impro07,Ses05F_impro07_M012,50.6600,53.3286,exc
Ses05F_impro07,Ses05F_impro07_M013,53.3599,55.9900,exc
Ses05F_impro07,Ses05F_impro07_M014,56.7900,60.9500,exc
Ses05F_impro07,Ses05F_impro07_M015,63.7300,71.2400,exc
Ses05F_impro07,Ses05F_impro07_M016,72.3700,77.5000,exc
Ses05F_impro07,Ses05F_impro07_M017,79.0300,81.5400,exc
Ses05F_impro07,Ses05F_impro07_M018,81.5700,88.1600,exc
Ses05F_impro07,Ses05F_impro07_M019,89.2200,90.1600,exc
Ses05F_impro07,Ses05F_impro07_M020,90.1700,96.2000,exc
Ses05F_impro07,Ses05F_impro07_M021,97.7800,101.5000,exc
Ses05F_impro07,Ses05F_impro07_M022,102.4500,104.7600,xxx
Ses05F_impro07,Ses05F_impro07_M023,107.7700,118.1600,xxx
Ses05F_impro07,Ses05F_impro07_M024,118.9700,122.6400,exc
Ses05F_impro07,Ses05F_impro07_M025,122.6500,128.7700,exc
Ses05F_impro07,Ses05F_impro07_M026,128.8000,131.5300,exc
Ses05F_impro07,Ses05F_impro07_M027,132.6900,136.2300,exc
Ses05F_impro07,Ses05F_impro07_M028,137.9600,143.9700,xxx
Ses05F_impro07,Ses05F_impro07_M029,143.9800,149.6700,exc
Ses05F_impro07,Ses05F_impro07_M030,151.0200,161.4800,exc
Ses05F_impro07,Ses05F_impro07_M031,161.5700,163.0800,exc
Ses05F_impro07,Ses05F_impro07_M032,164.3500,170.8000,exc
Ses05F_impro07,Ses05F_impro07_M033,171.6300,173.1400,exc
Ses05F_impro07,Ses05F_impro07_M034,173.6500,175.5400,exc
Ses05F_impro07,Ses05F_impro07_M035,175.5500,178.9500,exc
Ses05F_impro07,Ses05F_impro07_M036,179.0466,185.3300,exc
Ses05M_script03_1,Ses05M_script03_1_F000,5.1500,6.5000,fea
Ses05M_script03_1,Ses05M_script03_1_F001,7.7000,11.1200,exc
Ses05M_script03_1,Ses05M_script03_1_F002,12.3000,14.6700,exc
Ses05M_script03_1,Ses05M_script03_1_F003,16.6700,18.9500,exc
Ses05M_script03_1,Ses05M_script03_1_F004,20.1800,22.9600,exc
Ses05M_script03_1,Ses05M_script03_1_F005,30.4200,33.0800,exc
Ses05M_script03_1,Ses05M_script03_1_F006,34.4000,36.3400,xxx
Ses05M_script03_1,Ses05M_script03_1_F007,37.5500,40.3200,xxx
Ses05M_script03_1,Ses05M_script03_1_F008,50.8400,53.4900,xxx
Ses05M_script03_1,Ses05M_script03_1_F009,54.6500,58.2700,xxx
Ses05M_script03_1,Ses05M_script03_1_F010,60.6600,62.3500,xxx
Ses05M_script03_1,Ses05M_script03_1_F011,71.0600,74.0200,neu
Ses05M_script03_1,Ses05M_script03_1_F012,77.2400,79.1900,neu
Ses05M_script03_1,Ses05M_script03_1_F013,96.8500,99.8200,neu
Ses05M_script03_1,Ses05M_script03_1_F014,102.4900,107.4800,xxx
Ses05M_script03_1,Ses05M_script03_1_F015,109.2600,112.9600,neu
Ses05M_script03_1,Ses05M_script03_1_F016,115.4600,118.1900,xxx
Ses05M_script03_1,Ses05M_script03_1_F017,120.3800,124.4200,neu
Ses05M_script03_1,Ses05M_script03_1_F018,126.3900,128.8200,xxx
Ses05M_script03_1,Ses05M_script03_1_F019,134.0900,137.1300,xxx
Ses05M_script03_1,Ses05M_script03_1_F020,159.9200,162.7600,neu
Ses05M_script03_1,Ses05M_script03_1_F021,174.6500,181.0200,xxx
Ses05M_script03_1,Ses05M_script03_1_F022,185.8500,187.9700,xxx
Ses05M_script03_1,Ses05M_script03_1_F023,191.1700,196.9600,xxx
Ses05M_script03_1,Ses05M_script03_1_F024,197.5500,203.6500,exc
Ses05M_script03_1,Ses05M_script03_1_F025,205.1900,207.9700,xxx
Ses05M_script03_1,Ses05M_script03_1_F026,211.2000,216.1300,exc
Ses05M_script03_1,Ses05M_script03_1_F027,219.8600,221.8100,xxx
Ses05M_script03_1,Ses05M_script03_1_F028,223.8700,230.5500,xxx
Ses05M_script03_1,Ses05M_script03_1_F029,231.6400,234.9700,xxx
Ses05M_script03_1,Ses05M_script03_1_F030,235.9100,237.9000,xxx
Ses05M_script03_1,Ses05M_script03_1_F031,245.0600,247.0439,neu
Ses05M_script03_1,Ses05M_script03_1_M000,3.1147,5.5100,xxx
Ses05M_script03_1,Ses05M_script03_1_M001,6.0800,7.8745,exc
Ses05M_script03_1,Ses05M_script03_1_M002,10.6800,12.8100,fea
Ses05M_script03_1,Ses05M_script03_1_M003,14.0600,17.1100,neu
Ses05M_script03_1,Ses05M_script03_1_M004,18.4300,20.5800,exc
Ses05M_script03_1,Ses05M_script03_1_M005,22.3800,31.0100,xxx
Ses05M_script03_1,Ses05M_script03_1_M006,32.3100,35.2500,exc
Ses05M_script03_1,Ses05M_script03_1_M007,35.5600,38.0200,exc
Ses05M_script03_1,Ses05M_script03_1_M008,39.4700,44.0700,exc
Ses05M_script03_1,Ses05M_script03_1_M009,47.5400,51.4600,exc
Ses05M_script03_1,Ses05M_script03_1_M010,53.1200,55.3300,exc
Ses05M_script03_1,Ses05M_script03_1_M011,57.7200,61.1900,exc
Ses05M_script03_1,Ses05M_script03_1_M012,61.6400,72.3000,exc
Ses05M_script03_1,Ses05M_script03_1_M013,73.5200,77.2800,exc
Ses05M_script03_1,Ses05M_script03_1_M014,78.4200,89.7222,exc
Ses05M_script03_1,Ses05M_script03_1_M015,89.7322,97.0000,exc
Ses05M_script03_1,Ses05M_script03_1_M016,99.5300,102.8200,exc
Ses05M_script03_1,Ses05M_script03_1_M017,106.0400,108.5200,xxx
Ses05M_script03_1,Ses05M_script03_1_M018,112.2300,115.9200,exc
Ses05M_script03_1,Ses05M_script03_1_M019,117.3500,119.6100,xxx
Ses05M_script03_1,Ses05M_script03_1_M020,123.8200,126.8200,exc
Ses05M_script03_1,Ses05M_script03_1_M021,128.0200,134.6200,exc
Ses05M_script03_1,Ses05M_script03_1_M022,136.2700,153.6584,exc
Ses05M_script03_1,Ses05M_script03_1_M023,153.6684,160.2300,exc
Ses05M_script03_1,Ses05M_script03_1_M024,162.4100,174.9900,exc
Ses05M_script03_1,Ses05M_script03_1_M025,180.8000,186.2300,exc
Ses05M_script03_1,Ses05M_script03_1_M026,187.7200,191.9800,exc
Ses05M_script03_1,Ses05M_script03_1_M027,195.9200,198.3500,exc
Ses05M_script03_1,Ses05M_script03_1_M028,203.2500,205.7200,exc
Ses05M_script03_1,Ses05M_script03_1_M029,206.9300,213.8300,exc
Ses05M_script03_1,Ses05M_script03_1_M030,215.4000,220.7500,exc
Ses05M_script03_1,Ses05M_script03_1_M031,221.1300,223.8300,exc
Ses05M_script03_1,Ses05M_script03_1_M032,229.8800,233.0600,exc
Ses05M_script03_1,Ses05M_script03_1_M033,234.1400,236.6600,exc
Ses05M_script03_1,Ses05M_script03_1_M034,238.7300,245.3800,xxx
Ses05F_impro08,Ses05F_impro08_F000,1.9734,3.7200,neu
Ses05F_impro08,Ses05F_impro08_F001,17.7300,18.8800,neu
Ses05F_impro08,Ses05F_impro08_F002,27.8600,32.3100,neu
