dataname,newdataname,newdatabegin,newdataend,newdataemotion
Ses03F_script03_2,Ses03F_script03_2_M037,260.0300,261.8750,xxx
Ses03F_script03_2,Ses03F_script03_2_M038,271.2375,272.7375,ang
Ses03F_script03_2,Ses03F_script03_2_M039,276.0875,279.9900,ang
Ses03F_script03_2,Ses03F_script03_2_M040,284.8575,287.3500,ang
Ses03F_script03_2,Ses03F_script03_2_M041,291.3775,298.7125,ang
Ses03F_script03_2,Ses03F_script03_2_M042,302.3250,307.6675,ang
Ses03F_script03_2,Ses03F_script03_2_M043,312.0055,316.6300,ang
Ses03F_script03_2,Ses03F_script03_2_M044,316.6300,327.6700,ang
Ses03M_impro02,Ses03M_impro02_F000,5.8897,8.6953,hap
Ses03M_impro02,Ses03M_impro02_F001,8.7550,16.5375,xxx
Ses03M_impro02,Ses03M_impro02_F002,17.0722,19.3803,xxx
Ses03M_impro02,Ses03M_impro02_F003,20.0369,22.7032,hap
Ses03M_impro02,Ses03M_impro02_F004,30.0852,34.4229,sur
Ses03M_impro02,Ses03M_impro02_F005,37.3677,39.1784,sur
Ses03M_impro02,Ses03M_impro02_F006,39.2580,41.5661,xxx
Ses03M_impro02,Ses03M_impro02_F007,44.1130,46.6997,xxx
Ses03M_impro02,Ses03M_impro02_F008,48.1522,56.8077,xxx
Ses03M_impro02,Ses03M_impro02_F009,58.7975,61.1454,fru
Ses03M_impro02,Ses03M_impro02_F010,61.6826,67.3137,fru
Ses03M_impro02,Ses03M_impro02_F011,71.8503,75.1931,fru
Ses03M_impro02,Ses03M_impro02_F012,75.9492,81.3415,xxx
Ses03M_impro02,Ses03M_impro02_F013,81.4410,84.0675,sad
Ses03M_impro02,Ses03M_impro02_F014,84.1073,87.5694,sad
Ses03M_impro02,Ses03M_impro02_F015,93.6780,97.4785,sad
Ses03M_impro02,Ses03M_impro02_F016,101.0401,103.8875,sad
Ses03M_impro02,Ses03M_impro02_F017,110.0339,113.5100,sad
Ses03M_impro02,Ses03M_impro02_F018,119.5648,123.0071,fru
Ses03M_impro02,Ses03M_impro02_F019,123.9423,131.3840,fru
Ses03M_impro02,Ses03M_impro02_F020,132.4585,134.6074,fru
Ses03M_impro02,Ses03M_impro02_F021,139.9201,144.4325,xxx
Ses03M_impro02,Ses03M_impro02_F022,144.5548,150.8439,sad
Ses03M_impro02,Ses03M_impro02_F023,152.0377,154.8035,sad
Ses03M_impro02,Ses03M_impro02_F024,157.7550,163.9600,sad
Ses03M_impro02,Ses03M_impro02_F025,166.0059,168.7915,sad
Ses03M_impro02,Ses03M_impro02_F026,168.9905,175.8950,sad
Ses03M_impro02,Ses03M_impro02_F027,180.4714,185.2270,sad
Ses03M_impro02,Ses03M_impro02_F028,190.7187,203.0600,sad
Ses03M_impro02,Ses03M_impro02_F029,203.1600,206.5572,sad
Ses03M_impro02,Ses03M_impro02_F030,207.3730,213.0040,sad
Ses03M_impro02,Ses03M_impro02_F031,218.0779,221.1621,sad
Ses03M_impro02,Ses03M_impro02_F032,221.7988,225.5594,sad
Ses03M_impro02,Ses03M_impro02_F033,228.0069,232.6828,sad
Ses03M_impro02,Ses03M_impro02_F034,236.4832,238.2342,sad
Ses03M_impro02,Ses03M_impro02_F035,238.2740,241.0900,fru
Ses03M_impro02,Ses03M_impro02_F036,243.5270,248.2228,fru
Ses03M_impro02,Ses03M_impro02_F037,249.3769,254.1550,fru
Ses03M_impro02,Ses03M_impro02_M000,5.7703,9.1927,sad
Ses03M_impro02,Ses03M_impro02_M001,18.5048,20.6139,sad
Ses03M_impro02,Ses03M_impro02_M002,21.6685,24.6731,sad
Ses03M_impro02,Ses03M_impro02_M003,24.7924,29.4375,sad
Ses03M_impro02,Ses03M_impro02_M004,33.8658,38.4223,sad
Ses03M_impro02,Ses03M_impro02_M005,42.6008,44.6702,sad
Ses03M_impro02,Ses03M_impro02_M006,46.0650,48.8288,sad
Ses03M_impro02,Ses03M_impro02_M007,56.1100,59.2949,xxx
Ses03M_impro02,Ses03M_impro02_M008,59.8123,62.9760,fru
Ses03M_impro02,Ses03M_impro02_M009,66.6570,69.7412,fru
Ses03M_impro02,Ses03M_impro02_M010,69.7412,75.3921,fru
Ses03M_impro02,Ses03M_impro02_M011,80.6650,82.9532,sad
Ses03M_impro02,Ses03M_impro02_M012,83.7292,86.9924,sad
Ses03M_impro02,Ses03M_impro02_M013,87.4501,94.3200,neu
Ses03M_impro02,Ses03M_impro02_M014,97.2198,100.0452,xxx
Ses03M_impro02,Ses03M_impro02_M015,103.4425,109.3425,neu
Ses03M_impro02,Ses03M_impro02_M016,110.0538,113.2175,sad
Ses03M_impro02,Ses03M_impro02_M017,113.2175,116.5975,fru
Ses03M_impro02,Ses03M_impro02_M018,117.3164,120.5199,fru
Ses03M_impro02,Ses03M_impro02_M019,122.3903,124.7875,sad
Ses03M_impro02,Ses03M_impro02_M020,126.6750,129.7524,fru
Ses03M_impro02,Ses03M_impro02_M021,130.1702,133.8115,fru
Ses03M_impro02,Ses03M_impro02_M022,133.8115,137.2725,fru
Ses03M_impro02,Ses03M_impro02_M023,137.3650,140.0196,fru
Ses03M_impro02,Ses03M_impro02_M024,149.8888,153.1918,sad
Ses03M_impro02,Ses03M_impro02_M025,153.7887,157.1713,sad
Ses03M_impro02,Ses03M_impro02_M026,157.1713,161.2304,sad
Ses03M_impro02,Ses03M_impro02_M027,163.3396,167.1400,sad
Ses03M_impro02,Ses03M_impro02_M028,176.9098,180.9092,sad
Ses03M_impro02,Ses03M_impro02_M029,184.8887,190.9177,sad
Ses03M_impro02,Ses03M_impro02_M030,204.0501,207.6516,sad
Ses03M_impro02,Ses03M_impro02_M031,212.3872,215.6703,sad
Ses03M_impro02,Ses03M_impro02_M032,220.1672,222.5325,sur
Ses03M_impro02,Ses03M_impro02_M033,223.6294,227.8477,sur
Ses03M_impro02,Ses03M_impro02_M034,231.9864,237.0400,fru
Ses03M_impro02,Ses03M_impro02_M035,237.1797,239.7067,fru
Ses03M_impro02,Ses03M_impro02_M036,240.4230,244.3030,fru
Ses03M_impro02,Ses03M_impro02_M037,253.3962,259.2859,fru
Ses03M_impro06,Ses03M_impro06_F000,9.6133,14.6512,sad
Ses03M_impro06,Ses03M_impro06_F001,19.2023,22.2932,sad
Ses03M_impro06,Ses03M_impro06_F002,27.9882,31.5658,sad
Ses03M_impro06,Ses03M_impro06_F003,34.1943,36.7984,sad
Ses03M_impro06,Ses03M_impro06_F004,36.8471,40.2300,sad
Ses03M_impro06,Ses03M_impro06_F005,53.4939,57.3393,sad
Ses03M_impro06,Ses03M_impro06_F006,67.4394,69.5811,xxx
Ses03M_impro06,Ses03M_impro06_F007,76.5173,82.7477,sad
Ses03M_impro06,Ses03M_impro06_F008,96.6931,98.8348,sad
Ses03M_impro06,Ses03M_impro06_F009,100.1004,103.1912,sad
Ses03M_impro06,Ses03M_impro06_F010,123.8051,132.2016,sad
Ses03M_impro06,Ses03M_impro06_F011,132.9074,136.8014,sad
Ses03M_impro06,Ses03M_impro06_F012,164.0351,166.3472,sad
Ses03M_impro06,Ses03M_impro06_F013,167.9048,175.1087,sad
Ses03M_impro06,Ses03M_impro06_F014,177.1044,179.2704,sad
Ses03M_impro06,Ses03M_impro06_F015,180.8037,182.9697,sad
Ses03M_impro06,Ses03M_impro06_F016,212.9536,219.8655,sad
Ses03M_impro06,Ses03M_impro06_F017,220.2792,223.6378,sad
Ses03M_impro06,Ses03M_impro06_F018,228.6513,230.6713,sad
Ses03M_impro06,Ses03M_impro06_F019,231.9856,234.9547,sad
Ses03M_impro06,Ses03M_impro06_F020,240.3577,244.3490,sad
Ses03M_impro06,Ses03M_impro06_M000,13.5804,16.6469,sad
Ses03M_impro06,Ses03M_impro06_M001,17.2553,20.0055,sad
Ses03M_impro06,Ses03M_impro06_M002,21.3927,24.4349,sad
Ses03M_impro06,Ses03M_impro06_M003,30.8844,35.1434,sad
Ses03M_impro06,Ses03M_impro06_M004,40.1813,44.4160,sad
Ses03M_impro06,Ses03M_impro06_M005,44.4890,48.8941,sad
Ses03M_impro06,Ses03M_impro06_M006,48.9915,53.5183,sad
Ses03M_impro06,Ses03M_impro06_M007,57.8747,60.7465,sad
Ses03M_impro06,Ses03M_impro06_M008,60.8439,68.7049,sad
Ses03M_impro06,Ses03M_impro06_M009,68.9240,74.4242,sad
Ses03M_impro06,Ses03M_impro06_M010,82.6990,88.6860,sad
Ses03M_impro06,Ses03M_impro06_M011,88.9294,94.2593,sad
Ses03M_impro06,Ses03M_impro06_M012,94.3324,97.4719,sad
Ses03M_impro06,Ses03M_impro06_M013,97.5449,100.9765,sad
Ses03M_impro06,Ses03M_impro06_M014,103.0452,106.1847,sad
Ses03M_impro06,Ses03M_impro06_M015,106.3064,111.1739,sad
Ses03M_impro06,Ses03M_impro06_M016,112.0501,116.6986,sad
Ses03M_impro06,Ses03M_impro06_M017,117.0150,121.9555,sad
Ses03M_impro06,Ses03M_impro06_M018,137.9453,142.8858,sad
Ses03M_impro06,Ses03M_impro06_M019,143.6889,152.0367,sad
Ses03M_impro06,Ses03M_impro06_M020,152.3044,156.2958,sad
Ses03M_impro06,Ses03M_impro06_M021,156.4905,161.4797,sad
Ses03M_impro06,Ses03M_impro06_M022,161.7717,164.8139,sad
Ses03M_impro06,Ses03M_impro06_M023,175.1087,178.2726,sad
Ses03M_impro06,Ses03M_impro06_M024,182.0206,184.6003,sad
Ses03M_impro06,Ses03M_impro06_M025,185.4522,189.8573,sad
Ses03M_impro06,Ses03M_impro06_M026,190.0520,199.5193,sad
Ses03M_impro06,Ses03M_impro06_M027,199.6100,204.8248,sad
Ses03M_impro06,Ses03M_impro06_M028,204.8979,208.8892,sad
Ses03M_impro06,Ses03M_impro06_M029,209.0109,212.8562,sad
Ses03M_impro06,Ses03M_impro06_M030,219.2327,221.3744,sad
Ses03M_impro06,Ses03M_impro06_M031,224.3922,226.9233,sad
Ses03M_impro06,Ses03M_impro06_M032,227.0694,229.3084,sad
Ses03F_script01_1,Ses03F_script01_1_F000,3.2570,10.0721,xxx
Ses03F_script01_1,Ses03F_script01_1_F001,11.6048,16.5588,xxx
Ses03F_script01_1,Ses03F_script01_1_F002,17.5989,19.5969,xxx
Ses03F_script01_1,Ses03F_script01_1_F003,27.5250,29.8059,xxx
Ses03F_script01_1,Ses03F_script01_1_F004,34.2398,36.7304,neu
Ses03F_script01_1,Ses03F_script01_1_F005,42.1223,45.5709,neu
Ses03F_script01_1,Ses03F_script01_1_F006,47.3773,56.3547,xxx
Ses03F_script01_1,Ses03F_script01_1_F007,58.8453,62.8961,neu
Ses03F_script01_1,Ses03F_script01_1_F008,62.9508,66.1805,xxx
Ses03F_script01_1,Ses03F_script01_1_F009,72.6672,75.9242,xxx
Ses03F_script01_1,Ses03F_script01_1_F010,80.0844,83.0500,neu
Ses03F_script01_1,Ses03F_script01_1_F011,88.2406,91.1145,fru
Ses03F_script01_1,Ses03F_script01_1_F012,96.8622,99.6265,fru
Ses03F_script01_1,Ses03F_script01_1_F013,100.6119,107.0438,fru
Ses03F_script01_1,Ses03F_script01_1_F014,121.1393,124.3416,neu
Ses03F_script01_1,Ses03F_script01_1_F015,124.4237,127.7628,xxx
Ses03F_script01_1,Ses03F_script01_1_F016,128.1460,132.0325,xxx
Ses03F_script01_1,Ses03F_script01_1_F017,136.6033,145.9638,ang
Ses03F_script01_1,Ses03F_script01_1_F018,149.0566,152.1494,fru
Ses03F_script01_1,Ses03F_script01_1_F019,153.9832,156.7749,neu
Ses03F_script01_1,Ses03F_script01_1_F020,157.4044,162.3858,xxx
Ses03F_script01_1,Ses03F_script01_1_F021,165.9165,170.9252,neu
Ses03F_script01_1,Ses03F_script01_1_F022,171.9653,177.5761,fru
Ses03F_script01_1,Ses03F_script01_1_F023,180.5868,187.1282,fru
Ses03F_script01_1,Ses03F_script01_1_F024,196.6803,200.1015,fru
Ses03F_script01_1,Ses03F_script01_1_F025,200.1836,205.8492,fru
Ses03F_script01_1,Ses03F_script01_1_F026,207.0261,214.8813,fru
Ses03F_script01_1,Ses03F_script01_1_F027,214.9360,220.5742,xxx
Ses03F_script01_1,Ses03F_script01_1_F028,220.6525,225.0082,fru
Ses03F_script01_1,Ses03F_script01_1_F029,225.0355,227.5262,fru
Ses03F_script01_1,Ses03F_script01_1_F030,238.5837,242.8534,neu
Ses03F_script01_1,Ses03F_script01_1_F031,244.2492,247.3694,neu
Ses03F_script01_1,Ses03F_script01_1_F032,254.1571,258.2079,fru
Ses03F_script01_1,Ses03F_script01_1_F033,260.3400,264.6275,xxx
Ses03F_script01_1,Ses03F_script01_1_F034,278.4343,283.9904,fru
Ses03F_script01_1,Ses03F_script01_1_F035,285.3589,290.2581,fru
Ses03F_script01_1,Ses03F_script01_1_F036,292.2561,298.1406,fru
Ses03F_script01_1,Ses03F_script01_1_F037,298.9343,304.2988,fru
Ses03F_script01_1,Ses03F_script01_1_F038,316.9711,320.2008,fru
Ses03F_script01_1,Ses03F_script01_1_F039,320.2550,331.3951,fru
Ses03F_script01_1,Ses03F_script01_1_F040,333.7215,339.8798,fru
Ses03F_script01_1,Ses03F_script01_1_F041,354.6595,357.4786,xxx
Ses03F_script01_1,Ses03F_script01_1_F042,361.3378,364.7316,xxx
Ses03F_script01_1,Ses03F_script01_1_F043,368.2897,374.2837,fru
Ses03F_script01_1,Ses03F_script01_1_F044,375.8438,378.4987,fru
Ses03F_script01_1,Ses03F_script01_1_F045,399.1904,401.7358,neu
Ses03F_script01_1,Ses03F_script01_1_F046,401.8550,404.0125,neu
Ses03F_script01_1,Ses03F_script01_1_F047,406.5803,410.6858,fru
Ses03F_script01_1,Ses03F_script01_1_F048,412.9848,418.8146,fru
Ses03F_script01_1,Ses03F_script01_1_F049,420.4294,426.7245,fru
Ses03F_script01_1,Ses03F_script01_1_F050,429.2152,431.8974,neu
Ses03F_script01_1,Ses03F_script01_1_F051,432.1164,435.8935,xxx
Ses03F_script01_1,Ses03F_script01_1_F052,439.9716,444.4055,neu
Ses03F_script01_1,Ses03F_script01_1_F053,448.5110,453.2734,neu
Ses03F_script01_1,Ses03F_script01_1_M000,8.9773,12.3712,neu
Ses03F_script01_1,Ses03F_script01_1_M001,15.9019,18.0915,neu
Ses03F_script01_1,Ses03F_script01_1_M002,19.0221,28.3005,neu
Ses03F_script01_1,Ses03F_script01_1_M003,29.3175,35.0335,neu
Ses03F_script01_1,Ses03F_script01_1_M004,36.0188,41.8486,neu
Ses03F_script01_1,Ses03F_script01_1_M005,45.0509,48.2806,neu
Ses03F_script01_1,Ses03F_script01_1_M006,55.2873,58.6264,neu
Ses03F_script01_1,Ses03F_script01_1_M007,65.1404,67.7406,neu
Ses03F_script01_1,Ses03F_script01_1_M008,67.8774,73.4061,neu
Ses03F_script01_1,Ses03F_script01_1_M009,75.1852,80.8234,neu
Ses03F_script01_1,Ses03F_script01_1_M010,82.4656,89.2533,xxx
Ses03F_script01_1,Ses03F_script01_1_M011,89.7734,97.5550,fru
Ses03F_script01_1,Ses03F_script01_1_M012,98.5044,101.4877,fru
Ses03F_script01_1,Ses03F_script01_1_M013,114.5431,122.2615,fru
Ses03F_script01_1,Ses03F_script01_1_M014,131.1841,136.4665,fru
Ses03F_script01_1,Ses03F_script01_1_M015,144.4585,148.5913,fru
Ses03F_script01_1,Ses03F_script01_1_M016,151.1367,155.3100,neu
Ses03F_script01_1,Ses03F_script01_1_M017,155.8717,158.3350,neu
Ses03F_script01_1,Ses03F_script01_1_M018,161.7563,166.1355,neu
Ses03F_script01_1,Ses03F_script01_1_M019,169.4198,172.5948,fru
Ses03F_script01_1,Ses03F_script01_1_M020,176.7276,181.3805,neu
Ses03F_script01_1,Ses03F_script01_1_M021,182.5574,186.7450,ang
Ses03F_script01_1,Ses03F_script01_1_M022,186.7724,193.1475,ang
Ses03F_script01_1,Ses03F_script01_1_M023,193.2043,197.4467,xxx
Ses03F_script01_1,Ses03F_script01_1_M024,204.2344,207.9020,xxx
Ses03F_script01_1,Ses03F_script01_1_M025,223.8860,227.0883,xxx
Ses03F_script01_1,Ses03F_script01_1_M026,227.2850,239.2132,sad
Ses03F_script01_1,Ses03F_script01_1_M027,241.4301,244.2766,ang
Ses03F_script01_1,Ses03F_script01_1_M028,251.2833,255.3614,neu
Ses03F_script01_1,Ses03F_script01_1_M029,257.4963,260.8175,neu
Ses03F_script01_1,Ses03F_script01_1_M030,264.1400,270.7175,neu
Ses03F_script01_1,Ses03F_script01_1_M031,270.7975,276.2850,neu
Ses03F_script01_1,Ses03F_script01_1_M032,276.3542,279.3101,fru
Ses03F_script01_1,Ses03F_script01_1_M033,283.1693,286.4537,fru
Ses03F_script01_1,Ses03F_script01_1_M034,288.7527,292.4203,neu
Ses03F_script01_1,Ses03F_script01_1_M035,298.1680,301.0418,fru
Ses03F_script01_1,Ses03F_script01_1_M036,303.7514,307.6380,neu
Ses03F_script01_1,Ses03F_script01_1_M037,307.8569,318.8596,fru
Ses03F_script01_1,Ses03F_script01_1_M038,330.0813,333.4478,fru
Ses03F_script01_1,Ses03F_script01_1_M039,339.1134,342.7526,fru
Ses03F_script01_1,Ses03F_script01_1_M040,342.7800,351.2383,xxx
Ses03F_script01_1,Ses03F_script01_1_M041,351.3204,355.1795,neu
Ses03F_script01_1,Ses03F_script01_1_M042,356.9038,362.9800,neu
Ses03F_script01_1,Ses03F_script01_1_M043,364.5674,369.0014,xxx
Ses03F_script01_1,Ses03F_script01_1_M044,372.8605,376.8292,fru
Ses03F_script01_1,Ses03F_script01_1_M045,377.8966,393.3475,ang
Ses03F_script01_1,Ses03F_script01_1_M046,393.4153,396.3876,ang
Ses03F_script01_1,Ses03F_script01_1_M047,396.4150,399.4641,neu
Ses03F_script01_1,Ses03F_script01_1_M048,403.4327,407.4835,neu
Ses03F_script01_1,Ses03F_script01_1_M049,410.2205,413.9975,neu
Ses03F_script01_1,Ses03F_script01_1_M050,418.8694,422.0990,neu
Ses03F_script01_1,Ses03F_script01_1_M051,425.2466,429.5163,fru
Ses03F_script01_1,Ses03F_script01_1_M052,434.9629,438.9589,neu
Ses03F_script01_1,Ses03F_script01_1_M053,443.4749,449.0858,neu
Ses03F_impro02,Ses03F_impro02_F000,7.6300,9.5400,neu
Ses03F_impro02,Ses03F_impro02_F001,12.1900,13.2100,neu
Ses03F_impro02,Ses03F_impro02_F002,13.8600,15.4425,xxx
Ses03F_impro02,Ses03F_impro02_F003,16.2350,25.7100,xxx
Ses03F_impro02,Ses03F_impro02_F004,28.8225,30.3400,xxx
Ses03F_impro02,Ses03F_impro02_F005,31.4600,32.5950,exc
Ses03F_impro02,Ses03F_impro02_F006,32.7525,44.4150,xxx
Ses03F_impro02,Ses03F_impro02_F007,45.3025,50.7600,exc
Ses03F_impro02,Ses03F_impro02_F008,51.3100,64.6400,sad
Ses03F_impro02,Ses03F_impro02_F009,64.7600,74.8875,xxx
Ses03F_impro02,Ses03F_impro02_F010,75.0900,76.9100,sad
Ses03F_impro02,Ses03F_impro02_F011,77.0475,81.4500,sad
Ses03F_impro02,Ses03F_impro02_F012,82.8900,83.8900,sad
Ses03F_impro02,Ses03F_impro02_F013,86.3275,91.1400,xxx
Ses03F_impro02,Ses03F_impro02_F014,93.2800,95.9750,fru
Ses03F_impro02,Ses03F_impro02_F015,99.0150,100.8800,sad
Ses03F_impro02,Ses03F_impro02_F016,102.3075,109.1800,fru
Ses03F_impro02,Ses03F_impro02_F017,109.2300,113.5000,fru
Ses03F_impro02,Ses03F_impro02_F018,118.4000,122.1275,sad
Ses03F_impro02,Ses03F_impro02_F019,124.1475,128.2825,sad
Ses03F_impro02,Ses03F_impro02_F020,131.1600,134.9500,sad
Ses03F_impro02,Ses03F_impro02_F021,134.9900,141.6100,sad
Ses03F_impro02,Ses03F_impro02_F022,147.8200,154.1975,fru
Ses03F_impro02,Ses03F_impro02_F023,156.3250,158.6525,sad
Ses03F_impro02,Ses03F_impro02_F024,161.2850,165.7450,sad
Ses03F_impro02,Ses03F_impro02_F025,169.3125,171.2800,sad
Ses03F_impro02,Ses03F_impro02_F026,171.9575,174.2475,sad
Ses03F_impro02,Ses03F_impro02_F027,176.0350,181.5675,sad
Ses03F_impro02,Ses03F_impro02_F028,186.6700,189.0050,sad
Ses03F_impro02,Ses03F_impro02_F029,196.3200,204.9350,sad
Ses03F_impro02,Ses03F_impro02_F030,209.8721,214.6600,xxx
Ses03F_impro02,Ses03F_impro02_F031,214.7200,219.0550,sad
Ses03F_impro02,Ses03F_impro02_F032,219.5625,221.0025,sad
Ses03F_impro02,Ses03F_impro02_F033,231.8125,236.4800,xxx
Ses03F_impro02,Ses03F_impro02_F034,236.6900,239.7400,sad
Ses03F_impro02,Ses03F_impro02_F035,239.8000,243.3049,sad
Ses03F_impro02,Ses03F_impro02_F036,255.8325,262.1050,sad
Ses03F_impro02,Ses03F_impro02_F037,269.1575,276.7300,sad
Ses03F_impro02,Ses03F_impro02_F038,282.3400,285.0700,sad
Ses03F_impro02,Ses03F_impro02_F039,285.8625,289.3775,sad
Ses03F_impro02,Ses03F_impro02_F040,293.5900,295.1750,sad
Ses03F_impro02,Ses03F_impro02_F041,296.9750,303.9250,sad
Ses03F_impro02,Ses03F_impro02_F042,305.5025,307.1600,sad
Ses03F_impro02,Ses03F_impro02_F043,308.9325,311.2200,sad
Ses03F_impro02,Ses03F_impro02_M000,10.0719,11.8800,neu
Ses03F_impro02,Ses03F_impro02_M001,25.8175,33.2575,hap
Ses03F_impro02,Ses03F_impro02_M002,43.9400,45.9400,xxx
