dataname,newdataname,newdatabegin,newdataend,newdataemotion
Ses01F_script02_1,Ses01F_script02_1_M027,188.8800,190.4700,fru
Ses01F_script02_1,Ses01F_script02_1_M028,191.1300,201.9700,xxx
Ses01F_script02_1,Ses01F_script02_1_M029,202.0250,209.4025,neu
Ses01F_script02_1,Ses01F_script02_1_M030,209.6300,211.1150,sur
Ses01F_script02_1,Ses01F_script02_1_M031,211.5500,218.5600,neu
Ses01F_script02_1,Ses01F_script02_1_M032,218.6125,225.2700,neu
Ses01F_script02_1,Ses01F_script02_1_M033,236.5000,238.7700,neu
Ses01F_script02_1,Ses01F_script02_1_M034,240.1700,245.7100,neu
Ses01F_script02_1,Ses01F_script02_1_M035,245.7900,253.1140,exc
Ses01F_script02_1,Ses01F_script02_1_M036,253.1700,261.4425,hap
Ses01F_script02_1,Ses01F_script02_1_M037,261.5675,276.6283,xxx
Ses01F_script02_1,Ses01F_script02_1_M038,276.7775,291.4000,exc
Ses01F_script02_1,Ses01F_script02_1_M039,291.4700,298.1386,xxx
Ses01F_script02_1,Ses01F_script02_1_M040,298.2452,305.6600,exc
Ses01F_script02_1,Ses01F_script02_1_M041,305.9850,316.0900,xxx
Ses01F_script02_1,Ses01F_script02_1_M042,316.1527,321.7375,xxx
Ses01F_script02_1,Ses01F_script02_1_M043,324.1500,327.0891,hap
Ses01F_script02_1,Ses01F_script02_1_M044,328.2400,331.9283,hap
Ses01F_impro04,Ses01F_impro04_F000,7.2455,11.6400,neu
Ses01F_impro04,Ses01F_impro04_F001,11.7448,16.1500,neu
Ses01F_impro04,Ses01F_impro04_F002,18.6000,30.8976,fru
Ses01F_impro04,Ses01F_impro04_F003,35.0090,37.8000,xxx
Ses01F_impro04,Ses01F_impro04_F004,40.2300,41.9500,xxx
Ses01F_impro04,Ses01F_impro04_F005,43.3500,45.7596,neu
Ses01F_impro04,Ses01F_impro04_F006,46.2735,49.8300,neu
Ses01F_impro04,Ses01F_impro04_F007,50.1100,54.3100,fru
Ses01F_impro04,Ses01F_impro04_F008,54.3700,55.6700,xxx
Ses01F_impro04,Ses01F_impro04_F009,58.7100,60.0937,neu
Ses01F_impro04,Ses01F_impro04_F010,60.6771,66.5275,xxx
Ses01F_impro04,Ses01F_impro04_F011,69.4300,70.9400,xxx
Ses01F_impro04,Ses01F_impro04_F012,72.1300,74.7300,xxx
Ses01F_impro04,Ses01F_impro04_F013,76.4900,80.7269,neu
Ses01F_impro04,Ses01F_impro04_F014,85.4900,86.9800,neu
Ses01F_impro04,Ses01F_impro04_F015,87.2203,93.3300,xxx
Ses01F_impro04,Ses01F_impro04_F016,97.4100,101.0475,fru
Ses01F_impro04,Ses01F_impro04_F017,102.7800,105.4150,fru
Ses01F_impro04,Ses01F_impro04_F018,106.1700,111.8600,fru
Ses01F_impro04,Ses01F_impro04_F019,114.9200,122.3100,fru
Ses01F_impro04,Ses01F_impro04_F020,122.4000,129.9300,xxx
Ses01F_impro04,Ses01F_impro04_F021,133.7400,137.4400,fru
Ses01F_impro04,Ses01F_impro04_F022,138.1300,139.8900,fru
Ses01F_impro04,Ses01F_impro04_F023,148.5500,152.8500,fru
Ses01F_impro04,Ses01F_impro04_F024,153.1800,155.2925,fru
Ses01F_impro04,Ses01F_impro04_F025,157.1625,159.7000,fru
Ses01F_impro04,Ses01F_impro04_F026,161.0787,163.7800,fru
Ses01F_impro04,Ses01F_impro04_F027,164.3925,167.5650,fru
Ses01F_impro04,Ses01F_impro04_F028,170.8300,172.8400,ang
Ses01F_impro04,Ses01F_impro04_F029,175.2700,178.4300,ang
Ses01F_impro04,Ses01F_impro04_F030,180.3025,183.4875,ang
Ses01F_impro04,Ses01F_impro04_F031,184.4700,188.8700,ang
Ses01F_impro04,Ses01F_impro04_F032,189.1200,192.0200,ang
Ses01F_impro04,Ses01F_impro04_F033,193.5875,199.4325,ang
Ses01F_impro04,Ses01F_impro04_M000,2.7418,6.6575,neu
Ses01F_impro04,Ses01F_impro04_M001,10.4600,12.1300,neu
Ses01F_impro04,Ses01F_impro04_M002,15.6400,18.9000,neu
Ses01F_impro04,Ses01F_impro04_M003,26.9100,28.7100,neu
Ses01F_impro04,Ses01F_impro04_M004,30.8800,35.5225,neu
Ses01F_impro04,Ses01F_impro04_M005,37.1900,40.5300,neu
Ses01F_impro04,Ses01F_impro04_M006,40.5400,43.5760,neu
Ses01F_impro04,Ses01F_impro04_M007,49.3900,50.5800,neu
Ses01F_impro04,Ses01F_impro04_M008,55.2100,56.3300,neu
Ses01F_impro04,Ses01F_impro04_M009,56.3500,59.0245,neu
Ses01F_impro04,Ses01F_impro04_M010,59.8000,61.5500,neu
Ses01F_impro04,Ses01F_impro04_M011,65.9700,69.7700,neu
Ses01F_impro04,Ses01F_impro04_M012,70.3800,72.7264,neu
Ses01F_impro04,Ses01F_impro04_M013,73.7473,77.1500,neu
Ses01F_impro04,Ses01F_impro04_M014,80.1435,87.8100,neu
Ses01F_impro04,Ses01F_impro04_M015,92.3700,99.2700,neu
Ses01F_impro04,Ses01F_impro04_M016,100.4850,103.4700,neu
Ses01F_impro04,Ses01F_impro04_M017,104.9700,107.7800,neu
Ses01F_impro04,Ses01F_impro04_M018,111.6600,117.7250,neu
Ses01F_impro04,Ses01F_impro04_M019,118.4600,119.7700,neu
Ses01F_impro04,Ses01F_impro04_M020,121.5000,123.4200,neu
Ses01F_impro04,Ses01F_impro04_M021,129.4300,139.1600,neu
Ses01F_impro04,Ses01F_impro04_M022,139.5219,141.8225,neu
Ses01F_impro04,Ses01F_impro04_M023,144.9125,149.5100,neu
Ses01F_impro04,Ses01F_impro04_M024,151.8400,154.0300,neu
Ses01F_impro04,Ses01F_impro04_M025,154.6000,157.8000,neu
Ses01F_impro04,Ses01F_impro04_M026,158.9500,161.3500,neu
Ses01F_impro04,Ses01F_impro04_M027,162.1200,164.7825,neu
Ses01F_impro04,Ses01F_impro04_M028,165.4700,166.7100,neu
Ses01F_impro04,Ses01F_impro04_M029,167.0500,171.4300,fru
Ses01F_impro04,Ses01F_impro04_M030,171.7500,175.2600,fru
Ses01F_impro04,Ses01F_impro04_M031,178.0033,180.8650,neu
Ses01F_impro04,Ses01F_impro04_M032,182.8200,185.5400,neu
Ses01F_impro04,Ses01F_impro04_M033,186.1200,187.4625,xxx
Ses01F_impro04,Ses01F_impro04_M034,188.0100,190.7100,fru
Ses01F_impro04,Ses01F_impro04_M035,191.2800,195.1300,fru
Ses01F_impro04,Ses01F_impro04_M036,200.2150,202.0825,xxx
Ses01M_script01_1,Ses01M_script01_1_F000,8.0600,11.5914,fru
Ses01M_script01_1,Ses01M_script01_1_F001,14.4000,16.6181,sur
Ses01M_script01_1,Ses01M_script01_1_F002,19.2815,23.9200,sur
Ses01M_script01_1,Ses01M_script01_1_F003,29.3349,33.2000,sur
Ses01M_script01_1,Ses01M_script01_1_F004,39.7634,42.1267,sad
Ses01M_script01_1,Ses01M_script01_1_F005,47.3034,50.4170,sad
Ses01M_script01_1,Ses01M_script01_1_F006,56.6816,58.8948,sad
Ses01M_script01_1,Ses01M_script01_1_F007,59.1300,62.7211,fru
Ses01M_script01_1,Ses01M_script01_1_F008,64.2400,69.2483,ang
Ses01M_script01_1,Ses01M_script01_1_F009,72.3725,77.4625,xxx
Ses01M_script01_1,Ses01M_script01_1_F010,81.8100,84.0400,sur
Ses01M_script01_1,Ses01M_script01_1_F011,91.9059,95.3200,ang
Ses01M_script01_1,Ses01M_script01_1_F012,105.8606,108.8100,fru
Ses01M_script01_1,Ses01M_script01_1_F013,118.3898,120.8400,xxx
Ses01M_script01_1,Ses01M_script01_1_F014,122.4600,128.7433,ang
Ses01M_script01_1,Ses01M_script01_1_F015,134.6600,145.9650,ang
Ses01M_script01_1,Ses01M_script01_1_F016,149.0800,155.9500,ang
Ses01M_script01_1,Ses01M_script01_1_F017,166.3800,168.4175,ang
Ses01M_script01_1,Ses01M_script01_1_F018,170.0400,174.8088,xxx
Ses01M_script01_1,Ses01M_script01_1_F019,179.6100,183.7800,fru
Ses01M_script01_1,Ses01M_script01_1_F020,185.1200,188.7900,ang
Ses01M_script01_1,Ses01M_script01_1_F021,189.8700,192.8600,xxx
Ses01M_script01_1,Ses01M_script01_1_F022,194.2750,196.5900,fru
Ses01M_script01_1,Ses01M_script01_1_F023,204.2938,212.0300,ang
Ses01M_script01_1,Ses01M_script01_1_F024,213.1000,226.1500,ang
Ses01M_script01_1,Ses01M_script01_1_F025,240.5600,244.1900,neu
Ses01M_script01_1,Ses01M_script01_1_F026,247.1332,251.1095,neu
Ses01M_script01_1,Ses01M_script01_1_F027,253.5400,258.8275,fru
Ses01M_script01_1,Ses01M_script01_1_F028,268.7405,274.2300,fru
Ses01M_script01_1,Ses01M_script01_1_F029,278.1000,281.2100,ang
Ses01M_script01_1,Ses01M_script01_1_F030,281.5900,289.5300,ang
Ses01M_script01_1,Ses01M_script01_1_F031,299.1800,308.3500,sad
Ses01M_script01_1,Ses01M_script01_1_F032,308.4800,315.0500,ang
Ses01M_script01_1,Ses01M_script01_1_F033,321.4200,323.4650,xxx
Ses01M_script01_1,Ses01M_script01_1_F034,346.5500,349.1200,sur
Ses01M_script01_1,Ses01M_script01_1_F035,352.8800,356.2574,ang
Ses01M_script01_1,Ses01M_script01_1_F036,359.0800,364.8550,ang
Ses01M_script01_1,Ses01M_script01_1_F037,367.5400,370.9500,ang
Ses01M_script01_1,Ses01M_script01_1_F038,384.2043,389.9700,xxx
Ses01M_script01_1,Ses01M_script01_1_F039,391.9425,394.8650,ang
Ses01M_script01_1,Ses01M_script01_1_F040,397.1175,408.9800,ang
Ses01M_script01_1,Ses01M_script01_1_F041,410.0300,412.8900,ang
Ses01M_script01_1,Ses01M_script01_1_F042,415.0800,418.9410,ang
Ses01M_script01_1,Ses01M_script01_1_F043,422.8798,426.0309,ang
Ses01M_script01_1,Ses01M_script01_1_M000,11.4962,14.8175,neu
Ses01M_script01_1,Ses01M_script01_1_M001,16.2300,19.5441,xxx
Ses01M_script01_1,Ses01M_script01_1_M002,23.6500,29.7850,neu
Ses01M_script01_1,Ses01M_script01_1_M003,32.9700,39.3100,sad
Ses01M_script01_1,Ses01M_script01_1_M004,41.6100,46.5800,sad
Ses01M_script01_1,Ses01M_script01_1_M005,50.5400,55.6600,sad
Ses01M_script01_1,Ses01M_script01_1_M006,62.8336,64.8400,sad
Ses01M_script01_1,Ses01M_script01_1_M007,69.4734,72.3994,sad
Ses01M_script01_1,Ses01M_script01_1_M008,76.7000,82.3525,fru
Ses01M_script01_1,Ses01M_script01_1_M009,84.2534,92.2060,xxx
Ses01M_script01_1,Ses01M_script01_1_M010,95.9573,106.3450,fru
Ses01M_script01_1,Ses01M_script01_1_M011,107.9600,118.7275,fru
Ses01M_script01_1,Ses01M_script01_1_M012,120.3100,122.6200,fru
Ses01M_script01_1,Ses01M_script01_1_M013,128.2182,135.4200,fru
Ses01M_script01_1,Ses01M_script01_1_M014,145.3600,151.1800,fru
Ses01M_script01_1,Ses01M_script01_1_M015,154.6500,165.3300,fru
Ses01M_script01_1,Ses01M_script01_1_M016,168.6450,170.3700,xxx
Ses01M_script01_1,Ses01M_script01_1_M017,175.6100,179.2900,neu
Ses01M_script01_1,Ses01M_script01_1_M018,183.1900,185.7400,fru
Ses01M_script01_1,Ses01M_script01_1_M019,187.8000,190.5600,fru
Ses01M_script01_1,Ses01M_script01_1_M020,192.2400,204.6689,ang
Ses01M_script01_1,Ses01M_script01_1_M021,210.7800,213.8300,ang
Ses01M_script01_1,Ses01M_script01_1_M022,234.2400,241.2200,fru
Ses01M_script01_1,Ses01M_script01_1_M023,243.5500,245.9000,ang
Ses01M_script01_1,Ses01M_script01_1_M024,250.7344,254.3490,sad
Ses01M_script01_1,Ses01M_script01_1_M025,258.2900,267.6200,xxx
Ses01M_script01_1,Ses01M_script01_1_M026,273.3900,277.8500,fru
Ses01M_script01_1,Ses01M_script01_1_M027,280.3900,282.4625,fru
Ses01M_script01_1,Ses01M_script01_1_M028,288.4200,295.5900,fru
Ses01M_script01_1,Ses01M_script01_1_M029,319.9500,321.9700,xxx
Ses01M_script01_1,Ses01M_script01_1_M030,322.8200,329.9700,fru
Ses01M_script01_1,Ses01M_script01_1_M031,334.5001,346.8900,fru
Ses01M_script01_1,Ses01M_script01_1_M032,348.5200,353.4525,fru
Ses01M_script01_1,Ses01M_script01_1_M033,356.5200,359.2584,xxx
Ses01M_script01_1,Ses01M_script01_1_M034,364.2500,368.5500,ang
Ses01M_script01_1,Ses01M_script01_1_M035,369.3000,380.4900,ang
Ses01M_script01_1,Ses01M_script01_1_M036,380.6425,383.3415,fru
Ses01M_script01_1,Ses01M_script01_1_M037,389.2000,392.1500,neu
Ses01M_script01_1,Ses01M_script01_1_M038,394.4000,397.0800,sad
Ses01M_script01_1,Ses01M_script01_1_M039,405.1800,407.5100,xxx
Ses01M_script01_1,Ses01M_script01_1_M040,408.0000,410.1525,sad
Ses01M_script01_1,Ses01M_script01_1_M041,412.1300,414.7800,ang
Ses01M_script01_1,Ses01M_script01_1_M042,418.6034,423.2925,sad
Ses01M_script01_2,Ses01M_script01_2_F000,5.3913,8.2350,ang
Ses01M_script01_2,Ses01M_script01_2_F001,12.7400,17.2800,ang
Ses01M_script01_2,Ses01M_script01_2_F002,32.6300,35.3425,xxx
Ses01M_script01_2,Ses01M_script01_2_F003,36.7600,39.4800,xxx
Ses01M_script01_2,Ses01M_script01_2_F004,41.1800,44.7000,ang
Ses01M_script01_2,Ses01M_script01_2_F005,47.6200,56.0600,ang
Ses01M_script01_2,Ses01M_script01_2_F006,64.4200,72.3600,xxx
Ses01M_script01_2,Ses01M_script01_2_F007,74.0100,86.7700,xxx
Ses01M_script01_2,Ses01M_script01_2_F008,92.8300,103.0000,fru
Ses01M_script01_2,Ses01M_script01_2_F009,104.7050,118.3200,ang
Ses01M_script01_2,Ses01M_script01_2_F010,120.9400,124.3900,xxx
Ses01M_script01_2,Ses01M_script01_2_F011,124.9800,135.2991,ang
Ses01M_script01_2,Ses01M_script01_2_F012,136.6100,145.6000,ang
Ses01M_script01_2,Ses01M_script01_2_F013,145.6400,150.2900,ang
Ses01M_script01_2,Ses01M_script01_2_F014,159.3000,161.8600,xxx
Ses01M_script01_2,Ses01M_script01_2_M000,8.4194,12.9200,neu
Ses01M_script01_2,Ses01M_script01_2_M001,18.1900,25.3600,neu
Ses01M_script01_2,Ses01M_script01_2_M002,26.5500,32.1900,fru
Ses01M_script01_2,Ses01M_script01_2_M003,34.7100,37.2100,fru
Ses01M_script01_2,Ses01M_script01_2_M004,39.1700,41.6900,fru
Ses01M_script01_2,Ses01M_script01_2_M005,44.6700,48.3700,fru
Ses01M_script01_2,Ses01M_script01_2_M006,63.5200,65.2800,fru
Ses01M_script01_2,Ses01M_script01_2_M007,71.8800,74.4000,neu
Ses01M_script01_2,Ses01M_script01_2_M008,87.5300,93.4400,fru
Ses01M_script01_2,Ses01M_script01_2_M009,102.6100,106.8600,fru
Ses01M_script01_2,Ses01M_script01_2_M010,119.2100,121.2425,fru
Ses01M_script01_2,Ses01M_script01_2_M011,124.2883,125.3375,fru
Ses01M_script01_2,Ses01M_script01_2_M012,134.6900,137.0700,fru
Ses01M_script01_2,Ses01M_script01_2_M013,138.5700,142.3975,fru
Ses01M_script01_2,Ses01M_script01_2_M014,144.4400,146.7900,fru
Ses01M_script01_2,Ses01M_script01_2_M015,147.5375,152.1200,ang
Ses01M_script01_2,Ses01M_script01_2_M016,152.6600,157.8900,ang
Ses01M_script01_2,Ses01M_script01_2_M017,163.3800,167.4300,ang
Ses01M_impro06,Ses01M_impro06_F000,10.0955,12.6800,neu
Ses01M_impro06,Ses01M_impro06_F001,23.2600,26.3875,neu
Ses01M_impro06,Ses01M_impro06_F002,39.4300,41.7500,neu
Ses01M_impro06,Ses01M_impro06_F003,61.8600,64.6500,sad
Ses01M_impro06,Ses01M_impro06_F004,67.2770,70.1200,sad
Ses01M_impro06,Ses01M_impro06_F005,70.2050,72.2704,sad
Ses01M_impro06,Ses01M_impro06_F006,76.5016,79.0300,sad
Ses01M_impro06,Ses01M_impro06_F007,87.2562,89.4700,neu
Ses01M_impro06,Ses01M_impro06_F008,94.6200,96.5200,neu
Ses01M_impro06,Ses01M_impro06_F009,97.4500,101.4200,neu
Ses01M_impro06,Ses01M_impro06_F010,101.5000,105.8675,neu
Ses01M_impro06,Ses01M_impro06_F011,107.0200,108.5600,neu
Ses01M_impro06,Ses01M_impro06_F012,112.6150,113.9775,neu
Ses01M_impro06,Ses01M_impro06_F013,117.8500,120.8000,neu
Ses01M_impro06,Ses01M_impro06_F014,131.1825,132.5550,neu
Ses01M_impro06,Ses01M_impro06_F015,143.9425,145.1600,neu
Ses01M_impro06,Ses01M_impro06_F016,145.9400,147.7800,neu
Ses01M_impro06,Ses01M_impro06_F017,148.2650,150.7100,neu
Ses01M_impro06,Ses01M_impro06_F018,157.2300,159.5700,neu
Ses01M_impro06,Ses01M_impro06_F019,159.7500,163.9425,neu
Ses01M_impro06,Ses01M_impro06_F020,178.3706,181.4300,neu
Ses01M_impro06,Ses01M_impro06_F021,184.2600,186.2647,neu
Ses01M_impro06,Ses01M_impro06_F022,188.9700,190.9200,neu
Ses01M_impro06,Ses01M_impro06_F023,197.0600,199.0500,neu
Ses01M_impro06,Ses01M_impro06_F024,200.3676,203.1600,neu
Ses01M_impro06,Ses01M_impro06_F025,208.8826,210.7397,neu
Ses01M_impro06,Ses01M_impro06_F026,214.6701,217.6415,neu
Ses01M_impro06,Ses01M_impro06_F027,233.0200,235.1300,neu
Ses01M_impro06,Ses01M_impro06_F028,239.1062,242.6985,neu
Ses01M_impro06,Ses01M_impro06_M000,12.4633,16.5100,sad
Ses01M_impro06,Ses01M_impro06_M001,19.1808,22.8900,sad
Ses01M_impro06,Ses01M_impro06_M002,25.7888,30.0906,sad
Ses01M_impro06,Ses01M_impro06_M003,31.7600,35.3600,sad
Ses01M_impro06,Ses01M_impro06_M004,36.1100,40.0000,sad
Ses01M_impro06,Ses01M_impro06_M005,41.2200,44.6825,sad
Ses01M_impro06,Ses01M_impro06_M006,46.4100,61.9900,sad
Ses01M_impro06,Ses01M_impro06_M007,63.6300,67.6300,sad
Ses01M_impro06,Ses01M_impro06_M008,71.7900,76.0581,sad
Ses01M_impro06,Ses01M_impro06_M009,79.2956,82.6661,sad
Ses01M_impro06,Ses01M_impro06_M010,83.7526,87.2340,sad
Ses01M_impro06,Ses01M_impro06_M011,89.2950,95.8900,sad
Ses01M_impro06,Ses01M_impro06_M012,96.5029,97.9600,sad
Ses01M_impro06,Ses01M_impro06_M013,100.6075,105.7400,sad
Ses01M_impro06,Ses01M_impro06_M014,105.8400,109.1600,sad
Ses01M_impro06,Ses01M_impro06_M015,109.5900,114.6100,sad
Ses01M_impro06,Ses01M_impro06_M016,115.9875,118.2500,sad
Ses01M_impro06,Ses01M_impro06_M017,123.1500,146.8900,sad
Ses01M_impro06,Ses01M_impro06_M018,150.0500,153.9300,sad
Ses01M_impro06,Ses01M_impro06_M019,154.5500,157.4000,sad
Ses01M_impro06,Ses01M_impro06_M020,159.3500,160.7400,sad
Ses01M_impro06,Ses01M_impro06_M021,163.7300,165.8600,sad
Ses01M_impro06,Ses01M_impro06_M022,181.8077,184.8600,sad
Ses01M_impro06,Ses01M_impro06_M023,186.5973,189.5500,sad
Ses01M_impro06,Ses01M_impro06_M024,193.1300,197.5100,sad
Ses01M_impro06,Ses01M_impro06_M025,202.5100,203.8500,sad
Ses01M_impro06,Ses01M_impro06_M026,205.6500,208.5721,sad
Ses01M_impro06,Ses01M_impro06_M027,210.2100,212.2200,sad
Ses01M_impro06,Ses01M_impro06_M028,217.5175,221.8768,sad
Ses01M_impro06,Ses01M_impro06_M029,225.3200,227.5100,sad
Ses01M_impro06,Ses01M_impro06_M030,227.5400,234.2600,sad
Ses01M_impro07,Ses01M_impro07_F000,7.6300,8.5700,neu
Ses01M_impro07,Ses01M_impro07_F001,13.9500,21.1200,exc
Ses01M_impro07,Ses01M_impro07_F002,23.8800,25.2500,xxx
Ses01M_impro07,Ses01M_impro07_F003,27.0600,29.8100,exc
Ses01M_impro07,Ses01M_impro07_F004,30.3100,33.0800,exc
Ses01M_impro07,Ses01M_impro07_F005,33.7200,37.2700,exc
Ses01M_impro07,Ses01M_impro07_F006,37.8800,42.5825,exc
Ses01M_impro07,Ses01M_impro07_F007,45.1450,49.2825,exc
Ses01M_impro07,Ses01M_impro07_F008,49.6400,52.1000,exc
Ses01M_impro07,Ses01M_impro07_F009,52.4600,57.4562,exc
Ses01M_impro07,Ses01M_impro07_F010,58.7800,60.2100,neu
Ses01M_impro07,Ses01M_impro07_F011,60.8100,66.7700,exc
Ses01M_impro07,Ses01M_impro07_F012,68.6400,72.3500,neu
Ses01M_impro07,Ses01M_impro07_F013,72.8400,76.2300,exc
Ses01M_impro07,Ses01M_impro07_F014,76.5900,87.8575,exc
Ses01M_impro07,Ses01M_impro07_F015,88.4125,92.4100,exc
Ses01M_impro07,Ses01M_impro07_F016,95.2600,101.5000,exc
Ses01M_impro07,Ses01M_impro07_F017,101.6200,109.0200,xxx
Ses01M_impro07,Ses01M_impro07_F018,111.5900,116.3400,exc
Ses01M_impro07,Ses01M_impro07_F019,116.5000,119.0250,xxx
Ses01M_impro07,Ses01M_impro07_F020,121.1500,125.2500,neu
Ses01M_impro07,Ses01M_impro07_F021,125.3100,132.5725,exc
Ses01M_impro07,Ses01M_impro07_F022,132.8600,138.1200,exc
Ses01M_impro07,Ses01M_impro07_F023,139.0700,141.8000,exc
Ses01M_impro07,Ses01M_impro07_F024,141.9900,144.4850,exc
Ses01M_impro07,Ses01M_impro07_F025,144.6600,148.2650,exc
Ses01M_impro07,Ses01M_impro07_F026,149.7100,154.9200,exc
Ses01M_impro07,Ses01M_impro07_F027,156.1800,167.8000,exc
Ses01M_impro07,Ses01M_impro07_F028,171.7300,174.2000,xxx
Ses01M_impro07,Ses01M_impro07_F029,174.9300,180.9100,xxx
Ses01M_impro07,Ses01M_impro07_F030,183.0200,184.7200,xxx
Ses01M_impro07,Ses01M_impro07_F031,185.4225,188.8425,xxx
Ses01M_impro07,Ses01M_impro07_F032,191.0500,192.2475,xxx
Ses01M_impro07,Ses01M_impro07_F033,192.7000,195.0500,hap
Ses01M_impro07,Ses01M_impro07_F034,195.1700,205.4775,hap
Ses01M_impro07,Ses01M_impro07_M000,2.6812,7.9800,exc
Ses01M_impro07,Ses01M_impro07_M001,8.2200,14.7500,exc
Ses01M_impro07,Ses01M_impro07_M002,15.5400,20.6700,exc
Ses01M_impro07,Ses01M_impro07_M003,20.9200,34.3800,exc
Ses01M_impro07,Ses01M_impro07_M004,34.7600,38.6600,exc
Ses01M_impro07,Ses01M_impro07_M005,38.7800,48.2800,exc
Ses01M_impro07,Ses01M_impro07_M006,48.7300,52.8600,hap
Ses01M_impro07,Ses01M_impro07_M007,54.6300,56.3100,exc
Ses01M_impro07,Ses01M_impro07_M008,56.5300,61.3500,exc
Ses01M_impro07,Ses01M_impro07_M009,61.5900,63.5600,exc
Ses01M_impro07,Ses01M_impro07_M010,66.3983,78.9000,exc
Ses01M_impro07,Ses01M_impro07_M011,80.6825,83.8200,hap
Ses01M_impro07,Ses01M_impro07_M012,87.4300,90.4400,xxx
Ses01M_impro07,Ses01M_impro07_M013,90.9200,102.6100,hap
Ses01M_impro07,Ses01M_impro07_M014,106.5475,112.3500,xxx
Ses01M_impro07,Ses01M_impro07_M015,115.6100,125.3625,xxx
Ses01M_impro07,Ses01M_impro07_M016,127.5200,131.3900,xxx
